,Species_Jetz,Species_eBird,Species_BirdLife,Family_eBird,CommonName_eBird,aveUAI,SciName_MUTI,MUTIscore,SciName_UN,Urban,Family_Sci,X,Family_English,Coastal,Notes
1981,Cyanocorax yucatanicus,Cyanocorax yucatanicus,Cyanocorax yucatanicus,"Corvidae (Crows, Jays, and Magpies)",Yucatan Jay,1.291893298,NA,NA,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
1982,Cyanocorax cyanomelas,Cyanocorax cyanomelas,Cyanocorax cyanomelas,"Corvidae (Crows, Jays, and Magpies)",Purplish Jay,0.553528441,NA,NA,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
1983,Cyanocorax caeruleus,Cyanocorax caeruleus,Cyanocorax coeruleus,"Corvidae (Crows, Jays, and Magpies)",Azure Jay,1.622329919,NA,NA,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
1984,Cyanocorax violaceus,Cyanocorax violaceus,Cyanocorax violaceus,"Corvidae (Crows, Jays, and Magpies)",Violaceous Jay,0.574421818,NA,NA,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
1985,Cyanocorax cristatellus,Cyanocorax cristatellus,Cyanocorax cristatellus,"Corvidae (Crows, Jays, and Magpies)",Curl-crested Jay,1.165342239,NA,NA,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
1986,Cyanocorax mystacalis,Cyanocorax mystacalis,Cyanocorax mystacalis,"Corvidae (Crows, Jays, and Magpies)",White-tailed Jay,0.836036579,NA,NA,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
1987,Cyanocorax chrysops,Cyanocorax chrysops,Cyanocorax chrysops,"Corvidae (Crows, Jays, and Magpies)",Plush-crested Jay,1.841800724,NA,NA,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
1988,Gymnorhinus cyanocephalus,Gymnorhinus cyanocephalus,Gymnorhinus cyanocephalus,"Corvidae (Crows, Jays, and Magpies)",Pinyon Jay,0.476174893,Gymnorhinus cyanocephalus,-1.233321757,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
1989,Cyanocitta stelleri,Cyanocitta stelleri,Cyanocitta stelleri,"Corvidae (Crows, Jays, and Magpies)",Steller's Jay,1.247937449,Cyanocitta stelleri,0.217413029,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
1990,Cyanocitta cristata,Cyanocitta cristata,Cyanocitta cristata,"Corvidae (Crows, Jays, and Magpies)",Blue Jay,2.121041012,Cyanocitta cristata,1.790942609,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
1991,Aphelocoma coerulescens,Aphelocoma coerulescens,Aphelocoma coerulescens,"Corvidae (Crows, Jays, and Magpies)",Florida Scrub-Jay,NA,Aphelocoma coerulescens,-1.235309412,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
1992,Aphelocoma californica,Aphelocoma californica,Aphelocoma californica,"Corvidae (Crows, Jays, and Magpies)",California Scrub-Jay,2.035738105,Aphelocoma californica,2.627172345,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
1993,Aphelocoma californica,Aphelocoma woodhouseii,Aphelocoma californica,"Corvidae (Crows, Jays, and Magpies)",Woodhouse's Scrub-Jay,1.5036753,Aphelocoma woodhouseii,0.058315089,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
1994,Aphelocoma ultramarina,Aphelocoma wollweberi,Aphelocoma wollweberi,"Corvidae (Crows, Jays, and Magpies)",Mexican Jay,0.318301683,NA,NA,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
1995,Aphelocoma ultramarina,Aphelocoma ultramarina,Aphelocoma ultramarina,"Corvidae (Crows, Jays, and Magpies)",Transvolcanic Jay,1.219550249,NA,NA,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
1996,Aphelocoma unicolor,Aphelocoma unicolor,Aphelocoma unicolor,"Corvidae (Crows, Jays, and Magpies)",Unicolored Jay,0.002091626,NA,NA,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
1997,Garrulus glandarius,Garrulus glandarius,Garrulus glandarius,"Corvidae (Crows, Jays, and Magpies)",Eurasian Jay,1.578039754,NA,NA,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
1998,Cyanopica cyanus,Cyanopica cooki,Cyanopica cooki,"Corvidae (Crows, Jays, and Magpies)",Iberian Magpie,1.1601818,NA,NA,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
1999,Cyanopica cyanus,Cyanopica cyanus,Cyanopica cyanus,"Corvidae (Crows, Jays, and Magpies)",Azure-winged Magpie,3.040731277,NA,NA,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
2000,Urocissa caerulea,Urocissa caerulea,Urocissa caerulea,"Corvidae (Crows, Jays, and Magpies)",Taiwan Blue-Magpie,2.338800087,NA,NA,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
2001,Urocissa erythrorhyncha,Urocissa erythroryncha,Urocissa erythroryncha,"Corvidae (Crows, Jays, and Magpies)",Red-billed Blue-Magpie,2.866663602,NA,NA,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
2002,Dendrocitta vagabunda,Dendrocitta vagabunda,Dendrocitta vagabunda,"Corvidae (Crows, Jays, and Magpies)",Rufous Treepie,1.457189631,NA,NA,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
2003,Dendrocitta formosae,Dendrocitta formosae,Dendrocitta formosae,"Corvidae (Crows, Jays, and Magpies)",Gray Treepie,2.224133434,NA,NA,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
2004,Dendrocitta occipitalis,Dendrocitta cinerascens,Dendrocitta cinerascens,"Corvidae (Crows, Jays, and Magpies)",Bornean Treepie,0.305075719,NA,NA,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
2005,Dendrocitta leucogastra,Dendrocitta leucogastra,Dendrocitta leucogastra,"Corvidae (Crows, Jays, and Magpies)",White-bellied Treepie,0.031347321,NA,NA,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
2006,Dendrocitta bayleyi,Dendrocitta bayleii,Dendrocitta bayleii,"Corvidae (Crows, Jays, and Magpies)",Andaman Treepie,0.151931543,NA,NA,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
2007,Crypsirina temia,Crypsirina temia,Crypsirina temia,"Corvidae (Crows, Jays, and Magpies)",Racket-tailed Treepie,1.457991846,NA,NA,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
2008,Pica pica,Pica pica,Pica pica,"Corvidae (Crows, Jays, and Magpies)",Eurasian Magpie,2.143253676,NA,NA,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
2009,Pica hudsonia,Pica hudsonia,Pica hudsonia,"Corvidae (Crows, Jays, and Magpies)",Black-billed Magpie,2.157933089,Pica hudsonia,1.630536197,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
2010,Pica nuttalli,Pica nuttalli,Pica nutalli,"Corvidae (Crows, Jays, and Magpies)",Yellow-billed Magpie,0.636635686,Pica nuttalli,0.960888913,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
2011,Nucifraga columbiana,Nucifraga columbiana,Nucifraga columbiana,"Corvidae (Crows, Jays, and Magpies)",Clark's Nutcracker,0.533617802,Nucifraga columbiana,-1.667552707,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
2012,Nucifraga caryocatactes,Nucifraga caryocatactes,Nucifraga caryocatactes,"Corvidae (Crows, Jays, and Magpies)",Eurasian Nutcracker,0.940766589,NA,NA,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
2013,Pyrrhocorax pyrrhocorax,Pyrrhocorax pyrrhocorax,Pyrrhocorax pyrrhocorax,"Corvidae (Crows, Jays, and Magpies)",Red-billed Chough,1.020492405,NA,NA,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
2014,Pyrrhocorax graculus,Pyrrhocorax graculus,Pyrrhocorax graculus,"Corvidae (Crows, Jays, and Magpies)",Yellow-billed Chough,0.872160146,NA,NA,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
2015,Corvus monedula,Corvus monedula,Corvus monedula,"Corvidae (Crows, Jays, and Magpies)",Eurasian Jackdaw,2.17855188,NA,NA,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
2016,Corvus dauuricus,Corvus dauuricus,Corvus dauuricus,"Corvidae (Crows, Jays, and Magpies)",Daurian Jackdaw,1.89575074,NA,NA,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
2017,Corvus splendens,Corvus splendens,Corvus splendens,"Corvidae (Crows, Jays, and Magpies)",House Crow,2.352455492,NA,NA,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
2018,Corvus enca,Corvus enca,Corvus enca,"Corvidae (Crows, Jays, and Magpies)",Slender-billed Crow,0.226005468,NA,NA,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
2019,Corvus capensis,Corvus capensis,Corvus capensis,"Corvidae (Crows, Jays, and Magpies)",Cape Crow,0.891059407,NA,NA,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
2020,Corvus frugilegus,Corvus frugilegus,Corvus frugilegus,"Corvidae (Crows, Jays, and Magpies)",Rook,2.076834249,NA,NA,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
2021,Corvus brachyrhynchos,Corvus brachyrhynchos,Corvus brachyrhynchos,"Corvidae (Crows, Jays, and Magpies)",American Crow,2.111014794,Corvus brachyrhynchos,1.683106507,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
2022,Corvus caurinus,Corvus brachyrhynchos,Corvus caurinus,"Corvidae (Crows, Jays, and Magpies)",Northwestern Crow,NA,Corvus caurinus,3.151504418,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
2023,Corvus leucognaphalus,Corvus leucognaphalus,Corvus leucognaphalus,"Corvidae (Crows, Jays, and Magpies)",White-necked Crow,0.202575731,NA,NA,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
2024,Corvus jamaicensis,Corvus jamaicensis,Corvus jamaicensis,"Corvidae (Crows, Jays, and Magpies)",Jamaican Crow,0.84245354,NA,NA,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
2025,Corvus sinaloae,Corvus sinaloae,Corvus sinaloae,"Corvidae (Crows, Jays, and Magpies)",Sinaloa Crow,1.166604027,NA,NA,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
2026,Corvus ossifragus,Corvus ossifragus,Corvus ossifragus,"Corvidae (Crows, Jays, and Magpies)",Fish Crow,2.219179631,Corvus ossifragus,1.876350835,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
2027,Corvus cryptoleucus,Corvus cryptoleucus,Corvus cryptoleucus,"Corvidae (Crows, Jays, and Magpies)",Chihuahuan Raven,0.675951929,Corvus cryptoleucus,-0.740597643,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
2028,Corvus corone,Corvus corone,Corvus corone,"Corvidae (Crows, Jays, and Magpies)",Carrion Crow,1.795451307,NA,NA,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
2029,Corvus corone,Corvus cornix,Corvus corone,"Corvidae (Crows, Jays, and Magpies)",Hooded Crow,2.204623134,NA,NA,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
2030,Corvus macrorhynchos,Corvus macrorhynchos,Corvus macrorhynchos,"Corvidae (Crows, Jays, and Magpies)",Large-billed Crow,2.019611293,NA,NA,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
2031,Corvus orru,Corvus orru,Corvus orru,"Corvidae (Crows, Jays, and Magpies)",Torresian Crow,1.335537981,NA,NA,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
2032,Corvus coronoides,Corvus coronoides,Corvus coronoides,"Corvidae (Crows, Jays, and Magpies)",Australian Raven,1.266339654,NA,NA,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
2033,Corvus mellori,Corvus mellori,Corvus mellori,"Corvidae (Crows, Jays, and Magpies)",Little Raven,1.296711728,NA,NA,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
2034,Corvus tasmanicus,Corvus tasmanicus,Corvus tasmanicus,"Corvidae (Crows, Jays, and Magpies)",Forest Raven,0.496092158,NA,NA,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
2035,Corvus torquatus,Corvus pectoralis,Corvus pectoralis,"Corvidae (Crows, Jays, and Magpies)",Collared Crow,2.678788668,NA,NA,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
2036,Corvus albus,Corvus albus,Corvus albus,"Corvidae (Crows, Jays, and Magpies)",Pied Crow,1.892529521,NA,NA,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
2037,Corvus ruficollis,Corvus ruficollis,Corvus ruficollis,"Corvidae (Crows, Jays, and Magpies)",Brown-necked Raven,1.338451939,NA,NA,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
2038,Corvus rhipidurus,Corvus rhipidurus,Corvus rhipidurus,"Corvidae (Crows, Jays, and Magpies)",Fan-tailed Raven,0.897692849,NA,NA,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
2039,Corvus albicollis,Corvus albicollis,Corvus albicollis,"Corvidae (Crows, Jays, and Magpies)",White-necked Raven,1.119341131,NA,NA,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
2040,Corvus corax,Corvus corax,Corvus corax,"Corvidae (Crows, Jays, and Magpies)",Common Raven,1.202983666,Corvus corax,-0.07505206,NA,NA,Corvidae,99,"(Crows, Jays, and Magpies)",No,
2041,Callaeas cinereus,Callaeas wilsoni,Callaeas wilsoni,Callaeidae (Wattlebirds),North Island Kokako,0.000803383,NA,NA,NA,NA,Callaeidae,14,(Wattlebirds),No,NA
2042,Philesturnus carunculatus,Philesturnus rufusater,Philesturnus rufusater,Callaeidae (Wattlebirds),North Island Saddleback,0.024779848,NA,NA,NA,NA,Callaeidae,14,(Wattlebirds),No,NA
2043,Notiomystis cincta,Notiomystis cincta,Notiomystis cincta,Notiomystidae (Stitchbird),Stitchbird,0.032232794,NA,NA,NA,NA,Notiomystidae,19,(Stitchbird),No,NA
2044,Microeca fascinans,Microeca fascinans,Microeca fascinans,Petroicidae (Australasian Robins),Jacky-winter,0.203428471,NA,NA,Microeca fascinans,U,Petroicidae,84,(Australasian Robins),No,
2045,Microeca flavigaster,Microeca flavigaster,Microeca flavigaster,Petroicidae (Australasian Robins),Lemon-bellied Flycatcher,0.590812999,NA,NA,NA,NA,Petroicidae,84,(Australasian Robins),No,
2046,Microeca griseoceps,Microeca griseoceps,Kempiella griseoceps,Petroicidae (Australasian Robins),Yellow-legged Flycatcher,NA,NA,NA,Microeca griseoceps,N,Petroicidae,84,(Australasian Robins),No,
2047,Petroica australis,Petroica longipes,Petroica longipes,Petroicidae (Australasian Robins),North Island Robin,0.013169154,NA,NA,NA,NA,Petroicidae,84,(Australasian Robins),No,
2048,Petroica australis,Petroica australis,Petroica australis,Petroicidae (Australasian Robins),South Island Robin,0,NA,NA,NA,NA,Petroicidae,84,(Australasian Robins),No,
2049,Petroica macrocephala,Petroica macrocephala,Petroica macrocephala,Petroicidae (Australasian Robins),Tomtit,0.034993771,NA,NA,NA,NA,Petroicidae,84,(Australasian Robins),No,
2050,Petroica multicolor,Petroica boodang,Petroica boodang,Petroicidae (Australasian Robins),Scarlet Robin,0.354461781,NA,NA,NA,NA,Petroicidae,84,(Australasian Robins),No,
2051,Petroica phoenicea,Petroica phoenicea,Petroica phoenicea,Petroicidae (Australasian Robins),Flame Robin,0.529925445,NA,NA,NA,NA,Petroicidae,84,(Australasian Robins),No,
2052,Petroica rosea,Petroica rosea,Petroica rosea,Petroicidae (Australasian Robins),Rose Robin,0.802506713,NA,NA,NA,NA,Petroicidae,84,(Australasian Robins),No,
2053,Petroica rodinogaster,Petroica rodinogaster,Petroica rodinogaster,Petroicidae (Australasian Robins),Pink Robin,0.731248263,NA,NA,NA,NA,Petroicidae,84,(Australasian Robins),No,
2054,Petroica goodenovii,Petroica goodenovii,Petroica goodenovii,Petroicidae (Australasian Robins),Red-capped Robin,0.478692041,NA,NA,NA,NA,Petroicidae,84,(Australasian Robins),No,
2055,Melanodryas cucullata,Melanodryas cucullata,Melanodryas cucullata,Petroicidae (Australasian Robins),Hooded Robin,0.032510395,NA,NA,Melanodryas cucullata,N,Petroicidae,84,(Australasian Robins),No,
2056,Melanodryas vittata,Melanodryas vittata,Melanodryas vittata,Petroicidae (Australasian Robins),Dusky Robin,0.160899779,NA,NA,Melanodryas vittata,U,Petroicidae,84,(Australasian Robins),No,
2057,Tregellasia leucops,Tregellasia leucops,Tregellasia leucops,Petroicidae (Australasian Robins),White-faced Robin,NA,NA,NA,Tregellasia leucops,N,Petroicidae,84,(Australasian Robins),No,
2058,Tregellasia capito,Tregellasia capito,Tregellasia capito,Petroicidae (Australasian Robins),Pale-yellow Robin,0.04754086,NA,NA,Tregellasia capito,U,Petroicidae,84,(Australasian Robins),No,
2059,Eopsaltria australis,Eopsaltria australis,Eopsaltria australis,Petroicidae (Australasian Robins),Eastern Yellow Robin,0.532360986,NA,NA,Eopsaltria australis,U,Petroicidae,84,(Australasian Robins),No,
2060,Eopsaltria griseogularis,Eopsaltria griseogularis,Eopsaltria griseogularis,Petroicidae (Australasian Robins),Western Yellow Robin,0.15830606,NA,NA,Eopsaltria griseogularis,N,Petroicidae,84,(Australasian Robins),No,
2061,Eopsaltria georgiana,Eopsaltria georgiana,Quoyornis georgianus,Petroicidae (Australasian Robins),White-breasted Robin,0.292323121,NA,NA,NA,NA,Petroicidae,84,(Australasian Robins),No,
2062,Eopsaltria pulverulenta,Eopsaltria pulverulenta,Peneoenanthe pulverulenta,Petroicidae (Australasian Robins),Mangrove Robin,1.106217408,NA,NA,NA,NA,Petroicidae,84,(Australasian Robins),No,
2063,Poecilodryas superciliosa,Poecilodryas superciliosa,Poecilodryas superciliosa,Petroicidae (Australasian Robins),White-browed Robin,1.566706023,NA,NA,NA,NA,Petroicidae,84,(Australasian Robins),No,
2064,Heteromyias albispecularis,Heteromyias cinereifrons,Heteromyias cinereifrons,Petroicidae (Australasian Robins),Gray-headed Robin,0,NA,NA,NA,NA,Petroicidae,84,(Australasian Robins),No,
2065,Drymodes brunneopygia,Drymodes brunneopygia,Drymodes brunneopygia,Petroicidae (Australasian Robins),Southern Scrub-Robin,0.021734722,NA,NA,NA,NA,Petroicidae,84,(Australasian Robins),No,
2066,Chaetops frenatus,Chaetops frenatus,Chaetops frenatus,Chaetopidae (Rockjumpers),Cape Rockjumper,0.070329328,NA,NA,NA,NA,Chaetopidae,36,(Rockjumpers),No,NA
2067,Elminia longicauda,Elminia longicauda,Elminia longicauda,Stenostiridae (Fairy Flycatchers),African Blue Flycatcher,0.518427728,NA,NA,NA,NA,Stenostiridae,21,(Fairy Flycatchers),No,NA
2068,Culicicapa ceylonensis,Culicicapa ceylonensis,Culicicapa ceylonensis,Stenostiridae (Fairy Flycatchers),Gray-headed Canary-Flycatcher,1.856766213,NA,NA,NA,NA,Stenostiridae,21,(Fairy Flycatchers),No,NA
2069,Melanochlora sultanea,Melanochlora sultanea,Melanochlora sultanea,"Paridae (Tits, Chickadees, and Titmice)",Sultan Tit,0.324698433,NA,NA,NA,NA,Paridae,50,"(Tits, Chickadees, and Titmice)",No,
2070,Parus ater,Periparus ater,Periparus ater,"Paridae (Tits, Chickadees, and Titmice)",Coal Tit,1.899656344,NA,NA,Parus ater,U,Paridae,50,"(Tits, Chickadees, and Titmice)",No,
2071,Parus venustulus,Periparus venustulus,Pardaliparus venustulus,"Paridae (Tits, Chickadees, and Titmice)",Yellow-bellied Tit,2.494219741,NA,NA,NA,NA,Paridae,50,"(Tits, Chickadees, and Titmice)",No,
2072,Parus elegans,Periparus elegans,Pardaliparus elegans,"Paridae (Tits, Chickadees, and Titmice)",Elegant Tit,0.769708223,NA,NA,NA,NA,Paridae,50,"(Tits, Chickadees, and Titmice)",No,
2073,Parus amabilis,Periparus amabilis,Pardaliparus amabilis,"Paridae (Tits, Chickadees, and Titmice)",Palawan Tit,0.070603634,NA,NA,NA,NA,Paridae,50,"(Tits, Chickadees, and Titmice)",No,
2074,Parus cristatus,Lophophanes cristatus,Lophophanes cristatus,"Paridae (Tits, Chickadees, and Titmice)",Crested Tit,1.388525862,NA,NA,NA,NA,Paridae,50,"(Tits, Chickadees, and Titmice)",No,
2075,Parus varius,Sittiparus castaneoventris,Sittiparus castaneoventris,"Paridae (Tits, Chickadees, and Titmice)",Chestnut-bellied Tit,0.690975532,NA,NA,NA,NA,Paridae,50,"(Tits, Chickadees, and Titmice)",No,
2076,Parus varius,Sittiparus varius,Sittiparus varius,"Paridae (Tits, Chickadees, and Titmice)",Varied Tit,2.000433216,NA,NA,NA,NA,Paridae,50,"(Tits, Chickadees, and Titmice)",No,
2077,Parus lugubris,Poecile lugubris,Poecile lugubris,"Paridae (Tits, Chickadees, and Titmice)",Sombre Tit,0.708995592,NA,NA,Parus lugubris,U,Paridae,50,"(Tits, Chickadees, and Titmice)",No,
2078,Parus palustris,Poecile palustris,Poecile palustris,"Paridae (Tits, Chickadees, and Titmice)",Marsh Tit,1.244190907,NA,NA,Parus palustris,U,Paridae,50,"(Tits, Chickadees, and Titmice)",No,
2079,Parus montanus,Poecile montanus,Poecile montanus,"Paridae (Tits, Chickadees, and Titmice)",Willow Tit,1.039888567,NA,NA,Parus montanus,N,Paridae,50,"(Tits, Chickadees, and Titmice)",No,
2080,Parus carolinensis,Poecile carolinensis,Poecile carolinensis,"Paridae (Tits, Chickadees, and Titmice)",Carolina Chickadee,1.728624677,Poecile carolinensis,0.973950155,Parus carolinensis,U,Paridae,50,"(Tits, Chickadees, and Titmice)",No,
2081,Parus atricapillus,Poecile atricapillus,Poecile atricapillus,"Paridae (Tits, Chickadees, and Titmice)",Black-capped Chickadee,2.223288416,Poecile atricapillus,1.312792814,Parus atricapillus,U,Paridae,50,"(Tits, Chickadees, and Titmice)",No,
2082,Parus gambeli,Poecile gambeli,Poecile gambeli,"Paridae (Tits, Chickadees, and Titmice)",Mountain Chickadee,1.016016002,Poecile gambeli,-0.716883768,Parus gambeli,N,Paridae,50,"(Tits, Chickadees, and Titmice)",No,
2083,Parus sclateri,Poecile sclateri,Poecile sclateri,"Paridae (Tits, Chickadees, and Titmice)",Mexican Chickadee,1.179811315,NA,NA,Parus sclateri,N,Paridae,50,"(Tits, Chickadees, and Titmice)",No,
2084,Parus rufescens,Poecile rufescens,Poecile rufescens,"Paridae (Tits, Chickadees, and Titmice)",Chestnut-backed Chickadee,1.658850226,Poecile rufescens,1.368987239,NA,NA,Paridae,50,"(Tits, Chickadees, and Titmice)",No,
2085,Parus hudsonicus,Poecile hudsonicus,Poecile hudsonicus,"Paridae (Tits, Chickadees, and Titmice)",Boreal Chickadee,1.175005371,Poecile hudsonicus,-1.043489235,NA,NA,Paridae,50,"(Tits, Chickadees, and Titmice)",No,
2086,Parus cinctus,Poecile cinctus,Poecile cinctus,"Paridae (Tits, Chickadees, and Titmice)",Gray-headed Chickadee,NA,NA,NA,Parus cinctus,N,Paridae,50,"(Tits, Chickadees, and Titmice)",No,
2087,Parus caeruleus,Cyanistes caeruleus,Cyanistes caeruleus,"Paridae (Tits, Chickadees, and Titmice)",Eurasian Blue Tit,2.039184323,NA,NA,Parus caeruleus,U,Paridae,50,"(Tits, Chickadees, and Titmice)",No,
2088,Parus teneriffae,Cyanistes teneriffae,Cyanistes teneriffae,"Paridae (Tits, Chickadees, and Titmice)",African Blue Tit,2.993265027,NA,NA,NA,NA,Paridae,50,"(Tits, Chickadees, and Titmice)",No,
2089,Parus cyanus,Cyanistes cyanus,Cyanistes cyanus,"Paridae (Tits, Chickadees, and Titmice)",Azure Tit,NA,NA,NA,Parus cyanus,N,Paridae,50,"(Tits, Chickadees, and Titmice)",No,
2090,Baeolophus wollweberi,Baeolophus wollweberi,Baeolophus wollweberi,"Paridae (Tits, Chickadees, and Titmice)",Bridled Titmouse,0.064567521,NA,NA,Baeolophus wollweberi,N,Paridae,50,"(Tits, Chickadees, and Titmice)",No,
2091,Baeolophus inornatus,Baeolophus inornatus,Baeolophus inornatus,"Paridae (Tits, Chickadees, and Titmice)",Oak Titmouse,1.820381763,Baeolophus inornatus,0.7898528,Baeolophus inornatus,N,Paridae,50,"(Tits, Chickadees, and Titmice)",No,
2092,Baeolophus ridgwayi,Baeolophus ridgwayi,Baeolophus ridgwayi,"Paridae (Tits, Chickadees, and Titmice)",Juniper Titmouse,0.553973929,Baeolophus ridgwayi,-1.015892292,NA,NA,Paridae,50,"(Tits, Chickadees, and Titmice)",No,
2093,Baeolophus bicolor,Baeolophus bicolor,Baeolophus bicolor,"Paridae (Tits, Chickadees, and Titmice)",Tufted Titmouse,1.694742931,Baeolophus bicolor,0.986418623,Baeolophus bicolor,U,Paridae,50,"(Tits, Chickadees, and Titmice)",No,
2094,Baeolophus atricristatus,Baeolophus atricristatus,Baeolophus atricristatus,"Paridae (Tits, Chickadees, and Titmice)",Black-crested Titmouse,1.110662828,Baeolophus atricristatus,0.300418615,NA,NA,Paridae,50,"(Tits, Chickadees, and Titmice)",No,
2095,Parus monticolus,Parus monticolus,Parus monticolus,"Paridae (Tits, Chickadees, and Titmice)",Green-backed Tit,0.134841576,NA,NA,NA,NA,Paridae,50,"(Tits, Chickadees, and Titmice)",No,
2096,Parus major,Parus major,Parus major,"Paridae (Tits, Chickadees, and Titmice)",Great Tit,2.084947665,NA,NA,Parus major,U,Paridae,50,"(Tits, Chickadees, and Titmice)",No,
2097,Parus major,Parus cinereus,Parus major,"Paridae (Tits, Chickadees, and Titmice)",Cinereous Tit,1.161602717,NA,NA,NA,NA,Paridae,50,"(Tits, Chickadees, and Titmice)",No,
2098,Parus major,Parus minor,Parus major,"Paridae (Tits, Chickadees, and Titmice)",Japanese Tit,2.549735611,NA,NA,NA,NA,Paridae,50,"(Tits, Chickadees, and Titmice)",No,
2099,Parus holsti,Machlolophus holsti,Machlolophus holsti,"Paridae (Tits, Chickadees, and Titmice)",Taiwan Yellow Tit,0.135321634,NA,NA,NA,NA,Paridae,50,"(Tits, Chickadees, and Titmice)",No,
2100,Parus spilonotus,Machlolophus spilonotus,Machlolophus spilonotus,"Paridae (Tits, Chickadees, and Titmice)",Yellow-cheeked Tit,1.660063274,NA,NA,NA,NA,Paridae,50,"(Tits, Chickadees, and Titmice)",No,
2101,Parus albiventris,Melaniparus albiventris,Melaniparus albiventris,"Paridae (Tits, Chickadees, and Titmice)",White-bellied Tit,1.67433486,NA,NA,NA,NA,Paridae,50,"(Tits, Chickadees, and Titmice)",No,
2102,Parus niger,Melaniparus niger,Melaniparus niger,"Paridae (Tits, Chickadees, and Titmice)",Southern Black-Tit,0.920239383,NA,NA,NA,NA,Paridae,50,"(Tits, Chickadees, and Titmice)",No,
2103,Auriparus flaviceps,Auriparus flaviceps,Auriparus flaviceps,Remizidae (Penduline-Tits),Verdin,1.454199433,Auriparus flaviceps,1.308433638,NA,NA,Remizidae,100,(Penduline-Tits),No,
2104,Remiz pendulinus,Remiz pendulinus,Remiz pendulinus,Remizidae (Penduline-Tits),Eurasian Penduline-Tit,1.32022398,NA,NA,NA,NA,Remizidae,100,(Penduline-Tits),No,
