"","X","MUTIscore","SciName_MUTI","CommonName_MUTI","Species_eBird","Species_Jetz","Family_Jetz","Order_Jetz","CommonName_UAI","aveUAI.x","Order_eBird","Species_BirdLife","family","family.MUTI","Species_UN","Urban","Family_UN_only","Family_all","Family","BLFamilyEnglish.x","Coastal","Notes","Species","IOCOrder","BLFamilyLatin","BLFamilyEnglish.y","Scientific","English","CoastalSp","aveUAI.y"
"122",787,NA,NA,NA,"Necrosyrtes monachus","Necrosyrtes monachus","Accipitridae","Accipitriformes","Hooded Vulture",1.506793588,"Accipitriformes","Necrosyrtes monachus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Necrosyrtes_monachus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Necrosyrtes monachus","Hooded Vulture","No",1.506793588
"123",788,NA,NA,NA,"Neophron percnopterus","Neophron percnopterus","Accipitridae","Accipitriformes","Egyptian Vulture",1.161109339,"Accipitriformes","Neophron percnopterus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Neophron_percnopterus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Neophron percnopterus","Egyptian Vulture","No",1.161109339
"124",789,NA,NA,NA,"Nisaetus alboniger","Nisaetus alboniger","Accipitridae","Accipitriformes","Blyth's Hawk-Eagle",0.071112097,"Accipitriformes","Nisaetus alboniger",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Nisaetus_alboniger","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Nisaetus alboniger","Blyth's Hawk-eagle","No",0.071112097
"125",790,NA,NA,NA,"Nisaetus cirrhatus","Nisaetus cirrhatus","Accipitridae","Accipitriformes","Changeable Hawk-Eagle",1.084974144,"Accipitriformes","Nisaetus cirrhatus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Nisaetus_cirrhatus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Nisaetus cirrhatus","Changeable Hawk-eagle","No",1.084974144
"126",791,NA,NA,NA,"Nisaetus nipalensis","Nisaetus nipalensis","Accipitridae","Accipitriformes","Mountain Hawk-Eagle",0.280280231,"Accipitriformes","Nisaetus nipalensis",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Nisaetus_nipalensis","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Nisaetus nipalensis","Mountain Hawk-eagle","No",0.280280231
"127",792,NA,NA,NA,"Parabuteo unicinctus","Parabuteo unicinctus","Accipitridae","Accipitriformes","Harris's Hawk",2.241553952,"Accipitriformes","Parabuteo unicinctus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Parabuteo_unicinctus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Parabuteo unicinctus","Harris's Hawk","No",2.241553952
"128",793,NA,NA,NA,"Pernis apivorus","Pernis apivorus","Accipitridae","Accipitriformes","European Honey-buzzard",1.302738493,"Accipitriformes","Pernis apivorus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Pernis_apivorus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Pernis apivorus","European Honey-buzzard","No",1.302738493
"129",794,NA,NA,NA,"Pernis ptilorhynchus","Pernis ptilorhyncus","Accipitridae","Accipitriformes","Oriental Honey-buzzard",1.76029718,"Accipitriformes","Pernis ptilorhynchus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Pernis_ptilorhyncus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Pernis ptilorhyncus","Oriental Honey-buzzard","No",1.76029718
"130",795,NA,NA,NA,"Polyboroides typus","Polyboroides typus","Accipitridae","Accipitriformes","African Harrier-Hawk",1.448751249,"Accipitriformes","Polyboroides typus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Polyboroides_typus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Polyboroides typus","African Harrier-hawk","No",1.448751249
"131",796,NA,NA,NA,"Rostrhamus sociabilis","Rostrhamus sociabilis","Accipitridae","Accipitriformes","Snail Kite",1.911208052,"Accipitriformes","Rostrhamus sociabilis",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Rostrhamus_sociabilis","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Rostrhamus sociabilis","Snail Kite","No",1.911208052
"132",797,NA,NA,NA,"Spilornis cheela","Spilornis cheela","Accipitridae","Accipitriformes","Crested Serpent-Eagle",1.134466213,"Accipitriformes","Spilornis cheela",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Spilornis_cheela","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Spilornis cheela","Crested Serpent-eagle","Yes",1.134466213
"133",798,NA,NA,NA,"Spilornis elgini","Spilornis elgini","Accipitridae","Accipitriformes","Andaman Serpent-Eagle",0.152434534,"Accipitriformes","Spilornis elgini",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Spilornis_elgini","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Spilornis elgini","Andaman Serpent-eagle","No",0.152434534
"134",799,NA,NA,NA,"Spilornis holospilus","Spilornis holospilus","Accipitridae","Accipitriformes","Philippine Serpent-Eagle",0.64281722,"Accipitriformes","Spilornis holospilus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Spilornis_holospilus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Spilornis holospilus","Philippine Serpent-eagle","No",0.64281722
"135",800,NA,NA,NA,"Spizaetus isidori","Spizaetus isidori","Accipitridae","Accipitriformes","Black-and-chestnut Eagle",0.036454556,"Accipitriformes","Spizaetus isidori",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Spizaetus_isidori","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Spizaetus isidori","Black-and-chestnut Eagle","No",0.036454556
"136",801,NA,NA,NA,"Spizaetus ornatus","Spizaetus ornatus","Accipitridae","Accipitriformes","Ornate Hawk-Eagle",0.725530997,"Accipitriformes","Spizaetus ornatus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Spizaetus_ornatus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Spizaetus ornatus","Ornate Hawk-eagle","No",0.725530997
"137",802,NA,NA,NA,"Spizaetus tyrannus","Spizaetus tyrannus","Accipitridae","Accipitriformes","Black Hawk-Eagle",0.776402857,"Accipitriformes","Spizaetus tyrannus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Spizaetus_tyrannus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Spizaetus tyrannus","Black Hawk-eagle","No",0.776402857
"138",803,NA,NA,NA,"Stephanoaetus coronatus","Stephanoaetus coronatus","Accipitridae","Accipitriformes","Crowned Eagle",1.372427906,"Accipitriformes","Stephanoaetus coronatus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Stephanoaetus_coronatus",NA,NA,NA,NA,NA,NA,NA
"139",804,NA,NA,NA,"Cathartes burrovianus","Cathartes burrovianus","Cathartidae","Accipitriformes","Lesser Yellow-headed Vulture",1.855225173,"Cathartiformes","Cathartes burrovianus",NA,NA,NA,NA,"","Cathartidae","Cathartidae","New World vultures","","INVESTIGATE","Cathartes_burrovianus","Accipitriformes","Cathartidae","New World vultures","Cathartes burrovianus","Lesser Yellow-headed Vulture","Yes",1.855225173
"140",805,NA,NA,NA,"Cathartes melambrotus","Cathartes melambrotus","Cathartidae","Accipitriformes","Greater Yellow-headed Vulture",0.667125257,"Cathartiformes","Cathartes melambrotus",NA,NA,NA,NA,"","Cathartidae","Cathartidae","New World vultures","","INVESTIGATE","Cathartes_melambrotus","Accipitriformes","Cathartidae","New World vultures","Cathartes melambrotus","Greater Yellow-headed Vulture","No",0.667125257
"141",806,NA,NA,NA,"Coragyps atratus","Coragyps atratus","Cathartidae","Accipitriformes","Black Vulture",1.737445164,"Cathartiformes","Coragyps atratus",NA,NA,NA,NA,"","Cathartidae","Cathartidae","New World vultures","","INVESTIGATE","Coragyps_atratus","Accipitriformes","Cathartidae","New World vultures","Coragyps atratus","Black Vulture","Yes",1.737445164
"142",807,NA,NA,NA,"Sarcoramphus papa","Sarcoramphus papa","Cathartidae","Accipitriformes","King Vulture",0.215717289,"Cathartiformes","Sarcoramphus papa",NA,NA,NA,NA,"","Cathartidae","Cathartidae","New World vultures","","INVESTIGATE","Sarcoramphus_papa","Accipitriformes","Cathartidae","New World vultures","Sarcoramphus papa","King Vulture","No",0.215717289
"143",808,NA,NA,NA,"Vultur gryphus","Vultur gryphus","Cathartidae","Accipitriformes","Andean Condor",0.321418065,"Cathartiformes","Vultur gryphus",NA,NA,NA,NA,"","Cathartidae","Cathartidae","New World vultures","","INVESTIGATE","Vultur_gryphus","Accipitriformes","Cathartidae","New World vultures","Vultur gryphus","Andean Condor","Yes",0.321418065
"144",1566,NA,NA,NA,"Caracara plancus","Caracara plancus","Falconidae","Falconiformes","Crested Caracara",1.571472057,"Falconiformes","Caracara plancus",NA,NA,NA,NA,"","Falconidae","Falconidae","Falcons and caracaras","","INVESTIGATE","Caracara_plancus",NA,NA,NA,NA,NA,NA,NA
"145",1567,NA,NA,NA,"Daptrius ater","Daptrius ater","Falconidae","Falconiformes","Black Caracara",0.166952005,"Falconiformes","Daptrius ater",NA,NA,NA,NA,"","Falconidae","Falconidae","Falcons and caracaras","","INVESTIGATE","Daptrius_ater","Falconiformes","Falconidae","Falcons and caracaras","Daptrius ater","Black Caracara","Yes",0.166952005
"146",1568,NA,NA,NA,"Falco amurensis","Falco amurensis","Falconidae","Falconiformes","Amur Falcon",1.792247146,"Falconiformes","Falco amurensis",NA,NA,NA,NA,"","Falconidae","Falconidae","Falcons and caracaras","","INVESTIGATE","Falco_amurensis","Falconiformes","Falconidae","Falcons and caracaras","Falco amurensis","Amur Falcon","No",1.792247146
"147",1569,NA,NA,NA,"Falco chicquera","Falco chicquera","Falconidae","Falconiformes","Red-necked Falcon",1.330076126,"Falconiformes","Falco chicquera",NA,NA,NA,NA,"","Falconidae","Falconidae","Falcons and caracaras","","INVESTIGATE","Falco_chicquera","Falconiformes","Falconidae","Falcons and caracaras","Falco chicquera","Red-necked Falcon","No",1.330076126
"148",1570,NA,NA,NA,"Falco cuvierii","Falco cuvierii","Falconidae","Falconiformes","African Hobby",1.536131581,"Falconiformes","Falco cuvierii",NA,NA,NA,NA,"","Falconidae","Falconidae","Falcons and caracaras","","INVESTIGATE","Falco_cuvierii","Falconiformes","Falconidae","Falcons and caracaras","Falco cuvierii","African Hobby","No",1.536131581
"149",1571,NA,NA,NA,"Falco femoralis","Falco femoralis","Falconidae","Falconiformes","Aplomado Falcon",2.036616891,"Falconiformes","Falco femoralis",NA,NA,NA,NA,"","Falconidae","Falconidae","Falcons and caracaras","","INVESTIGATE","Falco_femoralis","Falconiformes","Falconidae","Falcons and caracaras","Falco femoralis","Aplomado Falcon","Yes",2.036616891
"150",1572,NA,NA,NA,"Falco longipennis","Falco longipennis","Falconidae","Falconiformes","Australian Hobby",1.561377136,"Falconiformes","Falco longipennis",NA,NA,NA,NA,"","Falconidae","Falconidae","Falcons and caracaras","","INVESTIGATE","Falco_longipennis","Falconiformes","Falconidae","Falcons and caracaras","Falco longipennis","Australian Hobby","No",1.561377136
"151",1573,NA,NA,NA,"Falco newtoni","Falco newtoni","Falconidae","Falconiformes","Malagasy Kestrel",1.618325901,"Falconiformes","Falco newtoni",NA,NA,NA,NA,"","Falconidae","Falconidae","Falcons and caracaras","","INVESTIGATE","Falco_newtoni",NA,NA,NA,NA,NA,NA,NA
"152",1574,NA,NA,NA,"Falco novaeseelandiae","Falco novaeseelandiae","Falconidae","Falconiformes","New Zealand Falcon",0.416801126,"Falconiformes","Falco novaeseelandiae",NA,NA,NA,NA,"","Falconidae","Falconidae","Falcons and caracaras","","INVESTIGATE","Falco_novaeseelandiae","Falconiformes","Falconidae","Falcons and caracaras","Falco novaeseelandiae","New Zealand Falcon","No",0.416801126
"153",1575,NA,NA,NA,"Falco rufigularis","Falco rufigularis","Falconidae","Falconiformes","Bat Falcon",1.642458603,"Falconiformes","Falco rufigularis",NA,NA,NA,NA,"","Falconidae","Falconidae","Falcons and caracaras","","INVESTIGATE","Falco_rufigularis","Falconiformes","Falconidae","Falcons and caracaras","Falco rufigularis","Bat Falcon","No",1.642458603
"154",1576,NA,NA,NA,"Falco subbuteo","Falco subbuteo","Falconidae","Falconiformes","Eurasian Hobby",1.346661295,"Falconiformes","Falco subbuteo",NA,NA,NA,NA,"","Falconidae","Falconidae","Falcons and caracaras","","INVESTIGATE","Falco_subbuteo","Falconiformes","Falconidae","Falcons and caracaras","Falco subbuteo","Eurasian Hobby","No",1.346661295
"155",1577,NA,NA,NA,"Falco rupicolus","Falco tinnunculus","Falconidae","Falconiformes","Rock Kestrel",1.053777966,"Falconiformes","Falco tinnunculus",NA,NA,NA,NA,"","Falconidae","Falconidae","Falcons and caracaras","","INVESTIGATE","Falco_tinnunculus",NA,NA,NA,NA,NA,NA,NA
"156",1578,NA,NA,NA,"Herpetotheres cachinnans","Herpetotheres cachinnans","Falconidae","Falconiformes","Laughing Falcon",0.811707787,"Falconiformes","Herpetotheres cachinnans",NA,NA,NA,NA,"","Falconidae","Falconidae","Falcons and caracaras","","INVESTIGATE","Herpetotheres_cachinnans","Falconiformes","Falconidae","Falcons and caracaras","Herpetotheres cachinnans","Laughing Falcon","No",0.811707787
"157",1579,NA,NA,NA,"Ibycter americanus","Ibycter americanus","Falconidae","Falconiformes","Red-throated Caracara",0.015353959,"Falconiformes","Ibycter americanus",NA,NA,NA,NA,"","Falconidae","Falconidae","Falcons and caracaras","","INVESTIGATE","Ibycter_americanus","Falconiformes","Falconidae","Falcons and caracaras","Ibycter americanus","Red-throated Caracara","No",0.015353959
"158",1580,NA,NA,NA,"Micrastur mirandollei","Micrastur mirandollei","Falconidae","Falconiformes","Slaty-backed Forest-Falcon",0.266723304,"Falconiformes","Micrastur mirandollei",NA,NA,NA,NA,"","Falconidae","Falconidae","Falcons and caracaras","","INVESTIGATE","Micrastur_mirandollei","Falconiformes","Falconidae","Falcons and caracaras","Micrastur mirandollei","Slaty-backed Forest-falcon","No",0.266723304
"159",1581,NA,NA,NA,"Micrastur ruficollis","Micrastur ruficollis","Falconidae","Falconiformes","Barred Forest-Falcon",0.176425674,"Falconiformes","Micrastur ruficollis",NA,NA,NA,NA,"","Falconidae","Falconidae","Falcons and caracaras","","INVESTIGATE","Micrastur_ruficollis","Falconiformes","Falconidae","Falcons and caracaras","Micrastur ruficollis","Barred Forest-falcon","Yes",0.176425674
"160",1582,NA,NA,NA,"Micrastur semitorquatus","Micrastur semitorquatus","Falconidae","Falconiformes","Collared Forest-Falcon",0.523555873,"Falconiformes","Micrastur semitorquatus",NA,NA,NA,NA,"","Falconidae","Falconidae","Falcons and caracaras","","INVESTIGATE","Micrastur_semitorquatus","Falconiformes","Falconidae","Falcons and caracaras","Micrastur semitorquatus","Collared Forest-falcon","Yes",0.523555873
"161",1583,NA,NA,NA,"Microhierax erythrogenys","Microhierax erythrogenys","Falconidae","Falconiformes","Philippine Falconet",0.792732522,"Falconiformes","Microhierax erythrogenys",NA,NA,NA,NA,"","Falconidae","Falconidae","Falcons and caracaras","","INVESTIGATE","Microhierax_erythrogenys","Falconiformes","Falconidae","Falcons and caracaras","Microhierax erythrogenys","Philippine Falconet","No",0.792732522
"162",1584,NA,NA,NA,"Spiziapteryx circumcincta","Spiziapteryx circumcincta","Falconidae","Falconiformes","Spot-winged Falconet",0.560130831,"Falconiformes","Spiziapteryx circumcincta",NA,NA,NA,NA,"","Falconidae","Falconidae","Falcons and caracaras","","INVESTIGATE","Spiziapteryx_circumcincta","Falconiformes","Falconidae","Falcons and caracaras","Spiziapteryx circumcincta","Spot-winged Falconet","No",0.560130831
"163",4350,-2.012193751,"Gymnogyps californianus","California Condor",NA,"Gymnogyps californianus",NA,NA,NA,NA,NA,NA,NA,"Cathartidae",NA,NA,"","Cathartidae","Cathartidae","New World vultures","","INVESTIGATE","Gymnogyps_californianus",NA,NA,NA,NA,NA,NA,NA
