,Species_Jetz,Species_eBird,Species_BirdLife,Family_eBird,CommonName_eBird,aveUAI,SciName_MUTI,MUTIscore,SciName_UN,Urban,Family_Sci,X,Family_English,Coastal,Notes
358,Phalaropus lobatus,Phalaropus lobatus,Phalaropus lobatus,Scolopacidae (Sandpipers and Allies),Red-necked Phalarope,1.180923011,NA,NA,NA,NA,Scolopacidae,62,(Sandpipers and Allies),Yes,
359,Actitis hypoleucos,Actitis hypoleucos,Actitis hypoleucos,Scolopacidae (Sandpipers and Allies),Common Sandpiper,1.584943127,NA,NA,NA,NA,Scolopacidae,62,(Sandpipers and Allies),Yes,
360,Actitis macularius,Actitis macularius,Actitis macularius,Scolopacidae (Sandpipers and Allies),Spotted Sandpiper,1.805549785,Actitis macularius,0.726150739,NA,NA,Scolopacidae,62,(Sandpipers and Allies),Yes,
361,Tringa ochropus,Tringa ochropus,Tringa ochropus,Scolopacidae (Sandpipers and Allies),Green Sandpiper,1.469407583,NA,NA,NA,NA,Scolopacidae,62,(Sandpipers and Allies),Yes,
362,Tringa solitaria,Tringa solitaria,Tringa solitaria,Scolopacidae (Sandpipers and Allies),Solitary Sandpiper,1.929546159,NA,NA,NA,NA,Scolopacidae,62,(Sandpipers and Allies),Yes,
363,Heteroscelus brevipes,Tringa brevipes,Tringa brevipes,Scolopacidae (Sandpipers and Allies),Gray-tailed Tattler,1.612303519,NA,NA,NA,NA,Scolopacidae,62,(Sandpipers and Allies),Yes,
364,Heteroscelus incanus,Tringa incana,Tringa incana,Scolopacidae (Sandpipers and Allies),Wandering Tattler,1.691085236,NA,NA,NA,NA,Scolopacidae,62,(Sandpipers and Allies),Yes,
365,Tringa erythropus,Tringa erythropus,Tringa erythropus,Scolopacidae (Sandpipers and Allies),Spotted Redshank,1.48474093,NA,NA,NA,NA,Scolopacidae,62,(Sandpipers and Allies),Yes,
366,Tringa melanoleuca,Tringa melanoleuca,Tringa melanoleuca,Scolopacidae (Sandpipers and Allies),Greater Yellowlegs,1.379957291,NA,NA,NA,NA,Scolopacidae,62,(Sandpipers and Allies),Yes,
367,Tringa nebularia,Tringa nebularia,Tringa nebularia,Scolopacidae (Sandpipers and Allies),Common Greenshank,1.434151557,NA,NA,NA,NA,Scolopacidae,62,(Sandpipers and Allies),Yes,
368,Tringa guttifer,Tringa guttifer,Tringa guttifer,Scolopacidae (Sandpipers and Allies),Nordmann's Greenshank,0.834757578,NA,NA,NA,NA,Scolopacidae,62,(Sandpipers and Allies),Yes,
369,Catoptrophorus semipalmatus,Tringa semipalmata,Tringa semipalmata,Scolopacidae (Sandpipers and Allies),Willet,1.34763576,Tringa semipalmata,-0.710956912,NA,NA,Scolopacidae,62,(Sandpipers and Allies),Yes,
370,Tringa flavipes,Tringa flavipes,Tringa flavipes,Scolopacidae (Sandpipers and Allies),Lesser Yellowlegs,1.473890016,NA,NA,NA,NA,Scolopacidae,62,(Sandpipers and Allies),Yes,
371,Tringa stagnatilis,Tringa stagnatilis,Tringa stagnatilis,Scolopacidae (Sandpipers and Allies),Marsh Sandpiper,1.319950633,NA,NA,NA,NA,Scolopacidae,62,(Sandpipers and Allies),Yes,
372,Tringa glareola,Tringa glareola,Tringa glareola,Scolopacidae (Sandpipers and Allies),Wood Sandpiper,1.334634424,NA,NA,NA,NA,Scolopacidae,62,(Sandpipers and Allies),Yes,rarely coastal
373,Tringa totanus,Tringa totanus,Tringa totanus,Scolopacidae (Sandpipers and Allies),Common Redshank,1.604988696,NA,NA,NA,NA,Scolopacidae,62,(Sandpipers and Allies),Yes,
374,Dromas ardeola,Dromas ardeola,Dromas ardeola,Dromadidae (Crab-Plover),Crab-Plover,1.933691987,NA,NA,NA,NA,Dromadidae,119,(Crab-Plover),Yes,
375,Catharacta skua,Stercorarius skua,Catharacta skua,Stercorariidae (Skuas and Jaegers),Great Skua,1.077097816,NA,NA,NA,NA,Stercorariidae,123,(Skuas and Jaegers),Yes,
376,Catharacta chilensis,Stercorarius chilensis,Catharacta chilensis,Stercorariidae (Skuas and Jaegers),Chilean Skua,1.161302963,NA,NA,NA,NA,Stercorariidae,123,(Skuas and Jaegers),Yes,
377,Stercorarius pomarinus,Stercorarius pomarinus,Stercorarius pomarinus,Stercorariidae (Skuas and Jaegers),Pomarine Jaeger,1.358001644,NA,NA,NA,NA,Stercorariidae,123,(Skuas and Jaegers),Yes,
378,Stercorarius parasiticus,Stercorarius parasiticus,Stercorarius parasiticus,Stercorariidae (Skuas and Jaegers),Parasitic Jaeger,1.092342626,NA,NA,NA,NA,Stercorariidae,123,(Skuas and Jaegers),Yes,
379,Alle alle,Alle alle,Alle alle,"Alcidae (Auks, Murres, and Puffins)",Dovekie,1.639123667,NA,NA,NA,NA,Alcidae,93,"(Auks, Murres, and Puffins)",Yes,
380,Uria aalge,Uria aalge,Uria aalge,"Alcidae (Auks, Murres, and Puffins)",Common Murre,1.355392925,NA,NA,NA,NA,Alcidae,93,"(Auks, Murres, and Puffins)",Yes,
381,Uria lomvia,Uria lomvia,Uria lomvia,"Alcidae (Auks, Murres, and Puffins)",Thick-billed Murre,2.006380932,NA,NA,NA,NA,Alcidae,93,"(Auks, Murres, and Puffins)",Yes,
382,Alca torda,Alca torda,Alca torda,"Alcidae (Auks, Murres, and Puffins)",Razorbill,1.460316072,NA,NA,NA,NA,Alcidae,93,"(Auks, Murres, and Puffins)",Yes,
383,Cepphus grylle,Cepphus grylle,Cepphus grylle,"Alcidae (Auks, Murres, and Puffins)",Black Guillemot,1.630544214,NA,NA,NA,NA,Alcidae,93,"(Auks, Murres, and Puffins)",Yes,
384,Cepphus columba,Cepphus columba,Cepphus columba,"Alcidae (Auks, Murres, and Puffins)",Pigeon Guillemot,1.046659294,Cepphus columba,-1.344332391,NA,NA,Alcidae,93,"(Auks, Murres, and Puffins)",Yes,
385,Brachyramphus marmoratus,Brachyramphus marmoratus,Brachyramphus marmoratus,"Alcidae (Auks, Murres, and Puffins)",Marbled Murrelet,0.752083169,Brachyramphus marmoratus,-1.897307476,NA,NA,Alcidae,93,"(Auks, Murres, and Puffins)",Yes,
386,Synthliboramphus antiquus,Synthliboramphus antiquus,Synthliboramphus antiquus,"Alcidae (Auks, Murres, and Puffins)",Ancient Murrelet,0.849936371,NA,NA,NA,NA,Alcidae,93,"(Auks, Murres, and Puffins)",Yes,
387,Cerorhinca monocerata,Cerorhinca monocerata,Cerorhinca monocerata,"Alcidae (Auks, Murres, and Puffins)",Rhinoceros Auklet,1.072395706,NA,NA,NA,NA,Alcidae,93,"(Auks, Murres, and Puffins)",Yes,
388,Fratercula arctica,Fratercula arctica,Fratercula arctica,"Alcidae (Auks, Murres, and Puffins)",Atlantic Puffin,1.180852885,NA,NA,NA,NA,Alcidae,93,"(Auks, Murres, and Puffins)",Yes,
389,Rissa tridactyla,Rissa tridactyla,Rissa tridactyla,"Laridae (Gulls, Terns, and Skimmers)",Black-legged Kittiwake,1.111580878,NA,NA,NA,NA,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
390,Xema sabini,Xema sabini,Xema sabini,"Laridae (Gulls, Terns, and Skimmers)",Sabine's Gull,1.005408199,NA,NA,NA,NA,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
391,Larus saundersi,Saundersilarus saundersi,Saundersilarus saundersi,"Laridae (Gulls, Terns, and Skimmers)",Saunders's Gull,2.109717945,NA,NA,NA,NA,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
392,Larus genei,Chroicocephalus genei,Larus genei,"Laridae (Gulls, Terns, and Skimmers)",Slender-billed Gull,2.089359924,NA,NA,NA,NA,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
393,Larus philadelphia,Chroicocephalus philadelphia,Larus philadelphia,"Laridae (Gulls, Terns, and Skimmers)",Bonaparte's Gull,1.545840518,Chroicocephalus philadelphia,-1.271905272,Larus philadelphia,N,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
394,Larus serranus,Chroicocephalus serranus,Larus serranus,"Laridae (Gulls, Terns, and Skimmers)",Andean Gull,1.037481335,NA,NA,NA,NA,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
395,Larus maculipennis,Chroicocephalus maculipennis,Larus maculipennis,"Laridae (Gulls, Terns, and Skimmers)",Brown-hooded Gull,1.500159415,NA,NA,NA,NA,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
396,Larus bulleri,Chroicocephalus bulleri,Larus bulleri,"Laridae (Gulls, Terns, and Skimmers)",Black-billed Gull,0.815935453,NA,NA,NA,NA,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
397,Larus novaehollandiae,Chroicocephalus novaehollandiae,Larus novaehollandiae,"Laridae (Gulls, Terns, and Skimmers)",Silver Gull,1.556049842,NA,NA,NA,NA,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
398,Larus cirrocephalus,Chroicocephalus cirrocephalus,Larus cirrocephalus,"Laridae (Gulls, Terns, and Skimmers)",Gray-hooded Gull,1.62593005,NA,NA,NA,NA,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
399,Larus hartlaubii,Chroicocephalus hartlaubii,Larus hartlaubii,"Laridae (Gulls, Terns, and Skimmers)",Hartlaub's Gull,2.044982569,NA,NA,NA,NA,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
400,Larus ridibundus,Chroicocephalus ridibundus,Larus ridibundus,"Laridae (Gulls, Terns, and Skimmers)",Black-headed Gull,2.153966103,NA,NA,Larus ridibundus,N,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
401,Larus brunnicephalus,Chroicocephalus brunnicephalus,Larus brunnicephalus,"Laridae (Gulls, Terns, and Skimmers)",Brown-headed Gull,1.932378643,NA,NA,NA,NA,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
402,Larus minutus,Hydrocoloeus minutus,Hydrocoloeus minutus,"Laridae (Gulls, Terns, and Skimmers)",Little Gull,1.56009802,NA,NA,Larus minutus,N,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
403,Leucophaeus scoresbii,Leucophaeus scoresbii,Larus scoresbii,"Laridae (Gulls, Terns, and Skimmers)",Dolphin Gull,1.273810405,NA,NA,NA,NA,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
404,Larus modestus,Leucophaeus modestus,Larus modestus,"Laridae (Gulls, Terns, and Skimmers)",Gray Gull,1.639492667,NA,NA,NA,NA,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
405,Larus atricilla,Leucophaeus atricilla,Larus atricilla,"Laridae (Gulls, Terns, and Skimmers)",Laughing Gull,1.832256412,Leucophaeus atricilla,0.814382933,Larus atricilla,N,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
406,Larus pipixcan,Leucophaeus pipixcan,Larus pipixcan,"Laridae (Gulls, Terns, and Skimmers)",Franklin's Gull,1.509044806,Leucophaeus pipixcan,-0.134891135,Larus pipixcan,N,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
407,Larus melanocephalus,Ichthyaetus melanocephalus,Larus melanocephalus,"Laridae (Gulls, Terns, and Skimmers)",Mediterranean Gull,1.913909989,NA,NA,Larus melanocephalus,N,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
408,Larus hemprichii,Ichthyaetus hemprichii,Larus hemprichii,"Laridae (Gulls, Terns, and Skimmers)",Sooty Gull,2.537973698,NA,NA,NA,NA,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
409,Larus ichthyaetus,Ichthyaetus ichthyaetus,Larus ichthyaetus,"Laridae (Gulls, Terns, and Skimmers)",Pallas's Gull,1.941737094,NA,NA,NA,NA,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
410,Larus audouinii,Ichthyaetus audouinii,Larus audouinii,"Laridae (Gulls, Terns, and Skimmers)",Audouin's Gull,2.576230801,NA,NA,Larus audouinii,N,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
411,Larus belcheri,Larus belcheri,Larus belcheri,"Laridae (Gulls, Terns, and Skimmers)",Belcher's Gull,2.550924256,NA,NA,NA,NA,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
412,Larus crassirostris,Larus crassirostris,Larus crassirostris,"Laridae (Gulls, Terns, and Skimmers)",Black-tailed Gull,2.469517125,NA,NA,NA,NA,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
413,Larus pacificus,Larus pacificus,Larus pacificus,"Laridae (Gulls, Terns, and Skimmers)",Pacific Gull,1.023101816,NA,NA,NA,NA,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
414,Larus heermanni,Larus heermanni,Larus heermanni,"Laridae (Gulls, Terns, and Skimmers)",Heermann's Gull,1.68483276,NA,NA,Larus heermanni,N,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
415,Larus canus,Larus canus,Larus canus,"Laridae (Gulls, Terns, and Skimmers)",Common Gull,2.104562661,Larus canus,-0.176511505,Larus canus,N,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
416,Larus delawarensis,Larus delawarensis,Larus delawarensis,"Laridae (Gulls, Terns, and Skimmers)",Ring-billed Gull,2.001399756,Larus delawarensis,1.032504966,Larus delawarensis,U,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
417,Larus occidentalis,Larus occidentalis,Larus occidentalis,"Laridae (Gulls, Terns, and Skimmers)",Western Gull,2.037824352,Larus occidentalis,5.461078652,Larus occidentalis,N,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
418,Larus californicus,Larus californicus,Larus californicus,"Laridae (Gulls, Terns, and Skimmers)",California Gull,1.911286272,Larus californicus,2.578304238,Larus californicus,U,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
419,Larus argentatus,Larus argentatus,Larus argentatus,"Laridae (Gulls, Terns, and Skimmers)",Herring Gull,2.182297992,Larus argentatus,-0.115938089,Larus argentatus,U,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
420,Larus michahellis,Larus michahellis,Larus michahellis,"Laridae (Gulls, Terns, and Skimmers)",Yellow-legged Gull,2.376296289,NA,NA,NA,NA,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
421,Larus cachinnans,Larus cachinnans,Larus cachinnans,"Laridae (Gulls, Terns, and Skimmers)",Caspian Gull,1.564709708,NA,NA,Larus cachinnans,N,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
422,Larus armenicus,Larus armenicus,Larus armenicus,"Laridae (Gulls, Terns, and Skimmers)",Armenian Gull,1.153796023,NA,NA,Larus armenicus,N,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
423,Larus glaucoides,Larus glaucoides,Larus glaucoides,"Laridae (Gulls, Terns, and Skimmers)",Iceland Gull,2.266189428,NA,NA,NA,NA,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
424,Larus fuscus,Larus fuscus,Larus fuscus,"Laridae (Gulls, Terns, and Skimmers)",Lesser Black-backed Gull,2.140049216,NA,NA,Larus fuscus,U,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
425,Larus schistisagus,Larus schistisagus,Larus schistisagus,"Laridae (Gulls, Terns, and Skimmers)",Slaty-backed Gull,2.92245572,NA,NA,NA,NA,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
426,Larus glaucescens,Larus glaucescens,Larus glaucescens,"Laridae (Gulls, Terns, and Skimmers)",Glaucous-winged Gull,2.23662702,Larus glaucescens,0.809473887,NA,NA,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
427,Larus hyperboreus,Larus hyperboreus,Larus hyperboreus,"Laridae (Gulls, Terns, and Skimmers)",Glaucous Gull,2.337433385,NA,NA,NA,NA,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
428,Larus marinus,Larus marinus,Larus marinus,"Laridae (Gulls, Terns, and Skimmers)",Great Black-backed Gull,1.922199495,Larus marinus,0.608155679,Larus marinus,U,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
429,Larus dominicanus,Larus dominicanus,Larus dominicanus,"Laridae (Gulls, Terns, and Skimmers)",Kelp Gull,1.62830299,NA,NA,Larus dominicanus,U,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
430,Anous stolidus,Anous stolidus,Anous stolidus,"Laridae (Gulls, Terns, and Skimmers)",Brown Noddy,0.748494439,NA,NA,NA,NA,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
431,Anous minutus,Anous minutus,Anous minutus,"Laridae (Gulls, Terns, and Skimmers)",Black Noddy,1.174249854,NA,NA,NA,NA,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
432,Gygis alba,Gygis alba,Gygis alba,"Laridae (Gulls, Terns, and Skimmers)",White Tern,2.724753083,NA,NA,NA,NA,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
433,Sterna fuscata,Onychoprion fuscatus,Onychoprion fuscatus,"Laridae (Gulls, Terns, and Skimmers)",Sooty Tern,0.831040626,NA,NA,NA,NA,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
434,Sterna anaethetus,Onychoprion anaethetus,Onychoprion anaethetus,"Laridae (Gulls, Terns, and Skimmers)",Bridled Tern,0.485866756,NA,NA,NA,NA,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
435,Sterna albifrons,Sternula albifrons,Sternula albifrons,"Laridae (Gulls, Terns, and Skimmers)",Little Tern,1.523190854,NA,NA,Sterna albifrons,U,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
436,Sterna antillarum,Sternula antillarum,Sternula antillarum,"Laridae (Gulls, Terns, and Skimmers)",Least Tern,1.781447629,Sternula antillarum,0.813419136,Sterna antillarum,U,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
437,Sterna superciliaris,Sternula superciliaris,Sternula superciliaris,"Laridae (Gulls, Terns, and Skimmers)",Yellow-billed Tern,2.361903043,NA,NA,NA,NA,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
438,Sterna nereis,Sternula nereis,Sternula nereis,"Laridae (Gulls, Terns, and Skimmers)",Australian Fairy Tern,0.52989459,NA,NA,NA,NA,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
439,Phaetusa simplex,Phaetusa simplex,Phaetusa simplex,"Laridae (Gulls, Terns, and Skimmers)",Large-billed Tern,1.967679374,NA,NA,NA,NA,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
440,Sterna nilotica,Gelochelidon nilotica,Gelochelidon nilotica,"Laridae (Gulls, Terns, and Skimmers)",Gull-billed Tern,1.35700945,Gelochelidon nilotica,-0.367413044,NA,NA,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
441,Sterna caspia,Hydroprogne caspia,Hydroprogne caspia,"Laridae (Gulls, Terns, and Skimmers)",Caspian Tern,1.369620522,Hydroprogne caspia,1.754180696,Sterna caspia,N,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
442,Larosterna inca,Larosterna inca,Larosterna inca,"Laridae (Gulls, Terns, and Skimmers)",Inca Tern,2.71052745,NA,NA,NA,NA,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
443,Chlidonias niger,Chlidonias niger,Chlidonias niger,"Laridae (Gulls, Terns, and Skimmers)",Black Tern,1.005518285,Chlidonias niger,-1.629742944,NA,NA,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
444,Chlidonias leucopterus,Chlidonias leucopterus,Chlidonias leucopterus,"Laridae (Gulls, Terns, and Skimmers)",White-winged Tern,1.669423207,NA,NA,NA,NA,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
445,Chlidonias hybrida,Chlidonias hybrida,Chlidonias hybrida,"Laridae (Gulls, Terns, and Skimmers)",Whiskered Tern,1.603178392,NA,NA,NA,NA,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
446,Sterna albostriata,Chlidonias albostriatus,Chlidonias albostriatus,"Laridae (Gulls, Terns, and Skimmers)",Black-fronted Tern,0.232334853,NA,NA,NA,NA,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
447,Sterna dougallii,Sterna dougallii,Sterna dougallii,"Laridae (Gulls, Terns, and Skimmers)",Roseate Tern,1.474160396,Sterna dougallii,-0.444874983,Sterna dougallii,N,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
448,Sterna striata,Sterna striata,Sterna striata,"Laridae (Gulls, Terns, and Skimmers)",White-fronted Tern,0.719481119,NA,NA,NA,NA,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
449,Sterna sumatrana,Sterna sumatrana,Sterna sumatrana,"Laridae (Gulls, Terns, and Skimmers)",Black-naped Tern,1.347261688,NA,NA,NA,NA,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
450,Sterna hirundo,Sterna hirundo,Sterna hirundo,"Laridae (Gulls, Terns, and Skimmers)",Common Tern,1.497987548,Sterna hirundo,0.109427999,Sterna hirundo,U,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
451,Sterna paradisaea,Sterna paradisaea,Sterna paradisaea,"Laridae (Gulls, Terns, and Skimmers)",Arctic Tern,1.670089052,Sterna paradisaea,-1.557540172,NA,NA,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
452,Sterna hirundinacea,Sterna hirundinacea,Sterna hirundinacea,"Laridae (Gulls, Terns, and Skimmers)",South American Tern,1.086188165,NA,NA,NA,NA,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
453,Sterna forsteri,Sterna forsteri,Sterna forsteri,"Laridae (Gulls, Terns, and Skimmers)",Forster's Tern,1.485919755,Sterna forsteri,1.275882455,Sterna forsteri,N,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
454,Sterna trudeaui,Sterna trudeaui,Sterna trudeaui,"Laridae (Gulls, Terns, and Skimmers)",Snowy-crowned Tern,2.173325548,NA,NA,NA,NA,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
455,Sterna aurantia,Sterna aurantia,Sterna aurantia,"Laridae (Gulls, Terns, and Skimmers)",River Tern,1.260143458,NA,NA,NA,NA,Laridae,47,"(Gulls, Terns, and Skimmers)",No,Very rare along the coast… mostly freshwater 
456,Sterna maxima,Thalasseus maximus,Thalasseus maximus,"Laridae (Gulls, Terns, and Skimmers)",Royal Tern,1.668277606,Thalasseus maximus,-0.891641103,Sterna maxima,N,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
457,Sterna bergii,Thalasseus bergii,Thalasseus bergii,"Laridae (Gulls, Terns, and Skimmers)",Great Crested Tern,1.366991903,NA,NA,Sterna bergii,N,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
458,Sterna sandvicensis,Thalasseus sandvicensis,Thalasseus sandvicensis,"Laridae (Gulls, Terns, and Skimmers)",Sandwich Tern,1.880153391,Thalasseus sandvicensis,-1.166634196,Sterna sandvicensis,N,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
459,Sterna elegans,Thalasseus elegans,Thalasseus elegans,"Laridae (Gulls, Terns, and Skimmers)",Elegant Tern,1.735791553,NA,NA,NA,NA,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
460,Sterna bengalensis,Thalasseus bengalensis,Thalasseus bengalensis,"Laridae (Gulls, Terns, and Skimmers)",Lesser Crested Tern,1.535517638,NA,NA,Sterna bengalensis,N,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
461,Rynchops niger,Rynchops niger,Rynchops niger,"Laridae (Gulls, Terns, and Skimmers)",Black Skimmer,1.805072461,NA,NA,NA,NA,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
462,Rynchops flavirostris,Rynchops flavirostris,Rynchops flavirostris,"Laridae (Gulls, Terns, and Skimmers)",African Skimmer,0.453427661,NA,NA,NA,NA,Laridae,47,"(Gulls, Terns, and Skimmers)",Yes,
463,Gavia stellata,Gavia stellata,Gavia stellata,Gaviidae (Loons),Red-throated Loon,1.649091082,NA,NA,NA,NA,Gaviidae,94,(Loons),Yes,
464,Gavia arctica,Gavia arctica,Gavia arctica,Gaviidae (Loons),Arctic Loon,1.017000114,NA,NA,NA,NA,Gaviidae,94,(Loons),Yes,
465,Gavia pacifica,Gavia pacifica,Gavia pacifica,Gaviidae (Loons),Pacific Loon,1.491299956,NA,NA,NA,NA,Gaviidae,94,(Loons),Yes,
466,Gavia immer,Gavia immer,Gavia immer,Gaviidae (Loons),Common Loon,1.423357595,Gavia immer,-1.7295245,NA,NA,Gaviidae,94,(Loons),Yes,
467,Eudyptula minor,Eudyptula minor,Eudyptula minor,Spheniscidae (Penguins),Little Penguin,0.401776677,NA,NA,NA,NA,Spheniscidae,198,(Penguins),Yes,
468,Spheniscus demersus,Spheniscus demersus,Spheniscus demersus,Spheniscidae (Penguins),African Penguin,1.482080667,NA,NA,NA,NA,Spheniscidae,198,(Penguins),Yes,
469,Spheniscus humboldti,Spheniscus humboldti,Spheniscus humboldti,Spheniscidae (Penguins),Humboldt Penguin,1.889191505,NA,NA,NA,NA,Spheniscidae,198,(Penguins),Yes,
470,Spheniscus magellanicus,Spheniscus magellanicus,Spheniscus magellanicus,Spheniscidae (Penguins),Magellanic Penguin,0.392152754,NA,NA,NA,NA,Spheniscidae,198,(Penguins),Yes,
471,Thalassarche cauta,Thalassarche cauta,Thalassarche cauta,Diomedeidae (Albatrosses),White-capped Albatross,0.701089191,NA,NA,NA,NA,Diomedeidae,194,(Albatrosses),Yes,
472,Thalassarche melanophrys,Thalassarche melanophris,Thalassarche melanophris,Diomedeidae (Albatrosses),Black-browed Albatross,0.649841281,NA,NA,NA,NA,Diomedeidae,194,(Albatrosses),Yes,
473,Phoebastria immutabilis,Phoebastria immutabilis,Phoebastria immutabilis,Diomedeidae (Albatrosses),Laysan Albatross,0.346723753,NA,NA,NA,NA,Diomedeidae,194,(Albatrosses),Yes,
474,Macronectes giganteus,Macronectes giganteus,Macronectes giganteus,Procellariidae (Shearwaters and Petrels),Southern Giant-Petrel,1.526147693,NA,NA,NA,NA,Procellariidae,195,(Shearwaters and Petrels),Yes,
475,Fulmarus glacialis,Fulmarus glacialis,Fulmarus glacialis,Procellariidae (Shearwaters and Petrels),Northern Fulmar,1.169917942,NA,NA,NA,NA,Procellariidae,195,(Shearwaters and Petrels),Yes,
476,Fulmarus glacialoides,Fulmarus glacialoides,Fulmarus glacialoides,Procellariidae (Shearwaters and Petrels),Southern Fulmar,1.673321128,NA,NA,NA,NA,Procellariidae,195,(Shearwaters and Petrels),Yes,
477,Pterodroma cookii,Pterodroma cookii,Pterodroma cookii,Procellariidae (Shearwaters and Petrels),Cook's Petrel,0.141353926,NA,NA,NA,NA,Procellariidae,195,(Shearwaters and Petrels),Yes,
478,Bulweria bulwerii,Bulweria bulwerii,Bulweria bulwerii,Procellariidae (Shearwaters and Petrels),Bulwer's Petrel,1.615837893,NA,NA,NA,NA,Procellariidae,195,(Shearwaters and Petrels),Yes,
479,Procellaria parkinsoni,Procellaria parkinsoni,Procellaria parkinsoni,Procellariidae (Shearwaters and Petrels),Parkinson's Petrel,0.009079464,NA,NA,NA,NA,Procellariidae,195,(Shearwaters and Petrels),Yes,
480,Calonectris leucomelas,Calonectris leucomelas,Calonectris leucomelas,Procellariidae (Shearwaters and Petrels),Streaked Shearwater,1.645058,NA,NA,NA,NA,Procellariidae,195,(Shearwaters and Petrels),Yes,
481,Calonectris diomedea,Calonectris diomedea,Calonectris diomedea,Procellariidae (Shearwaters and Petrels),Cory's Shearwater,1.697222556,NA,NA,NA,NA,Procellariidae,195,(Shearwaters and Petrels),Yes,
482,Puffinus creatopus,Ardenna creatopus,Ardenna creatopus,Procellariidae (Shearwaters and Petrels),Pink-footed Shearwater,0.1974181,NA,NA,NA,NA,Procellariidae,195,(Shearwaters and Petrels),Yes,
