"","X","MUTIscore","SciName_MUTI","CommonName_MUTI","Species_eBird","Species_Jetz","Family_Jetz","Order_Jetz","CommonName_UAI","aveUAI.x","Order_eBird","Species_BirdLife","family","family.MUTI","Species_UN","Urban","Family_UN_only","Family_all","Family","BLFamilyEnglish.x","Coastal","Notes","Species","IOCOrder","BLFamilyLatin","BLFamilyEnglish.y","Scientific","English","CoastalSp","aveUAI.y"
"65",746,NA,NA,NA,"Circus buffoni","Circus buffoni","Accipitridae","Accipitriformes","Long-winged Harrier",1.645763346,"Accipitriformes","Circus buffoni",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Circus_buffoni","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Circus buffoni","Long-winged Harrier","",1.645763346
"66",747,NA,NA,NA,"Circus cinereus","Circus cinereus","Accipitridae","Accipitriformes","Cinereous Harrier",0.688014712,"Accipitriformes","Circus cinereus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Circus_cinereus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Circus cinereus","Cinereous Harrier","",0.688014712
"67",748,NA,NA,NA,"Circus cyaneus","Circus cyaneus","Accipitridae","Accipitriformes","Hen Harrier",0.836440845,"Accipitriformes","Circus cyaneus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Circus_cyaneus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Circus cyaneus","Northern Harrier","Yes",1.013043303
"68",749,NA,NA,NA,"Circus macrourus","Circus macrourus","Accipitridae","Accipitriformes","Pallid Harrier",1.054599529,"Accipitriformes","Circus macrourus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Circus_macrourus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Circus macrourus","Pallid Harrier","",1.054599529
"69",750,NA,NA,NA,"Circus maurus","Circus maurus","Accipitridae","Accipitriformes","Black Harrier",0.473010796,"Accipitriformes","Circus maurus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Circus_maurus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Circus maurus","Black Harrier","Yes",0.473010796
"70",751,NA,NA,NA,"Circus melanoleucos","Circus melanoleucos","Accipitridae","Accipitriformes","Pied Harrier",1.032935077,"Accipitriformes","Circus melanoleucos",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Circus_melanoleucos","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Circus melanoleucos","Pied Harrier","",1.032935077
"71",752,NA,NA,NA,"Circus pygargus","Circus pygargus","Accipitridae","Accipitriformes","Montagu's Harrier",0.659669215,"Accipitriformes","Circus pygargus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Circus_pygargus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Circus pygargus","Montagu's Harrier","",0.659669215
"72",753,NA,NA,NA,"Circus ranivorus","Circus ranivorus","Accipitridae","Accipitriformes","African Marsh-Harrier",0.779258739,"Accipitriformes","Circus ranivorus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Circus_ranivorus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Circus ranivorus","African Marsh-harrier","Yes",0.779258739
"73",754,NA,NA,NA,"Circus spilonotus","Circus spilonotus","Accipitridae","Accipitriformes","Eastern Marsh-Harrier",1.470870422,"Accipitriformes","Circus spilonotus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Circus_spilonotus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Circus spilonotus","Eastern Marsh-harrier","Yes",1.470870422
"74",756,NA,NA,NA,"Elanus axillaris","Elanus axillaris","Accipitridae","Accipitriformes","Black-shouldered Kite",1.365394618,"Accipitriformes","Elanus axillaris",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Elanus_axillaris","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Elanus axillaris","Black-shouldered Kite","",1.365394618
"75",757,NA,NA,NA,"Elanus caeruleus","Elanus caeruleus","Accipitridae","Accipitriformes","Black-winged Kite",1.367172806,"Accipitriformes","Elanus caeruleus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Elanus_caeruleus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Elanus caeruleus","Black-winged Kite","",1.367172806
"76",758,NA,NA,NA,"Elanus leucurus","Elanus leucurus","Accipitridae","Accipitriformes","White-tailed Kite",1.991073589,"Accipitriformes","Elanus leucurus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Elanus_leucurus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Elanus leucurus","White-tailed Kite","",1.991073589
"77",759,NA,NA,NA,"Gampsonyx swainsonii","Gampsonyx swainsonii","Accipitridae","Accipitriformes","Pearl Kite",1.47324529,"Accipitriformes","Gampsonyx swainsonii",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Gampsonyx_swainsonii","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Gampsonyx swainsonii","Pearl Kite","",1.47324529
"78",760,NA,NA,NA,"Geranoaetus melanoleucus","Geranoaetus melanoleucus","Accipitridae","Accipitriformes","Black-chested Buzzard-Eagle",0.628033581,"Accipitriformes","Geranoaetus melanoleucus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Geranoaetus_melanoleucus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Geranoaetus melanoleucus","Black-chested Buzzard-eagle","",0.628033581
"79",761,NA,NA,NA,"Geranospiza caerulescens","Geranospiza caerulescens","Accipitridae","Accipitriformes","Crane Hawk",0.961202586,"Accipitriformes","Geranospiza caerulescens",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Geranospiza_caerulescens","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Geranospiza caerulescens","Crane Hawk","Yes",0.961202586
"80",762,NA,NA,NA,"Gypohierax angolensis","Gypohierax angolensis","Accipitridae","Accipitriformes","Palm-nut Vulture",0.998324615,"Accipitriformes","Gypohierax angolensis",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Gypohierax_angolensis","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Gypohierax angolensis","Palm-nut Vulture","Yes",0.998324615
"81",763,NA,NA,NA,"Gyps africanus","Gyps africanus","Accipitridae","Accipitriformes","White-backed Vulture",1.140660353,"Accipitriformes","Gyps africanus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Gyps_africanus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Gyps africanus","White-backed Vulture","Yes",1.140660353
"82",766,NA,NA,NA,"Haliaeetus albicilla","Haliaeetus albicilla","Accipitridae","Accipitriformes","White-tailed Eagle",0.779958423,"Accipitriformes","Haliaeetus albicilla",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Haliaeetus_albicilla","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Haliaeetus albicilla","White-tailed Eagle","Yes",0.779958423
"83",767,NA,NA,NA,"Haliaeetus leucogaster","Haliaeetus leucogaster","Accipitridae","Accipitriformes","White-bellied Sea-Eagle",1.146532454,"Accipitriformes","Haliaeetus leucogaster",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Haliaeetus_leucogaster","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Haliaeetus leucogaster","White-bellied Sea-eagle","Yes",1.146532454
"84",768,NA,NA,NA,"Haliaeetus vocifer","Haliaeetus vocifer","Accipitridae","Accipitriformes","African Fish-Eagle",1.03228529,"Accipitriformes","Haliaeetus vocifer",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Haliaeetus_vocifer","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Haliaeetus vocifer","African Fish-eagle","Yes",1.03228529
"85",769,NA,NA,NA,"Haliastur indus","Haliastur indus","Accipitridae","Accipitriformes","Brahminy Kite",1.711980101,"Accipitriformes","Haliastur indus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Haliastur_indus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Haliastur indus","Brahminy Kite","Yes",1.711980101
"86",770,NA,NA,NA,"Haliastur sphenurus","Haliastur sphenurus","Accipitridae","Accipitriformes","Whistling Kite",0.842407658,"Accipitriformes","Haliastur sphenurus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Haliastur_sphenurus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Haliastur sphenurus","Whistling Kite","Yes",0.842407658
"87",771,NA,NA,NA,"Harpagus bidentatus","Harpagus bidentatus","Accipitridae","Accipitriformes","Double-toothed Kite",0.538923706,"Accipitriformes","Harpagus bidentatus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Harpagus_bidentatus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Harpagus bidentatus","Double-toothed Kite","",0.538923706
"88",772,NA,NA,NA,"Hieraaetus morphnoides","Hieraaetus morphnoides","Accipitridae","Accipitriformes","Little Eagle",1.237476805,"Accipitriformes","Hieraaetus morphnoides",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Hieraaetus_morphnoides","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Hieraaetus morphnoides","Little Eagle","",1.237476805
"89",773,NA,NA,NA,"Hieraaetus pennatus","Hieraaetus pennatus","Accipitridae","Accipitriformes","Booted Eagle",1.578710078,"Accipitriformes","Hieraaetus pennatus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Hieraaetus_pennatus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Hieraaetus pennatus","Booted Eagle","",1.578710078
"90",775,NA,NA,NA,"Ictinaetus malaiensis","Ictinaetus malayensis","Accipitridae","Accipitriformes","Black Eagle",0.603969485,"Accipitriformes","Ictinaetus malaiensis",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Ictinaetus_malayensis","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Ictinaetus malayensis","Black Eagle","",0.603969485
"91",776,NA,NA,NA,"Ictinia plumbea","Ictinia plumbea","Accipitridae","Accipitriformes","Plumbeous Kite",0.525436588,"Accipitriformes","Ictinia plumbea",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Ictinia_plumbea","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Ictinia plumbea","Plumbeous Kite","",0.525436588
"92",777,NA,NA,NA,"Kaupifalco monogrammicus","Kaupifalco monogrammicus","Accipitridae","Accipitriformes","Lizard Buzzard",0.97753818,"Accipitriformes","Kaupifalco monogrammicus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Kaupifalco_monogrammicus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Kaupifalco monogrammicus","Lizard Buzzard","",0.97753818
"93",779,NA,NA,NA,"Pseudastur albicollis","Leucopternis albicollis","Accipitridae","Accipitriformes","White Hawk",0.391167958,"Accipitriformes","Pseudastur albicollis",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Leucopternis_albicollis","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Leucopternis albicollis","White Hawk","",0.391167958
"94",782,NA,NA,NA,"Leucopternis semiplumbeus","Leucopternis semiplumbeus","Accipitridae","Accipitriformes","Semiplumbeous Hawk",0.227773183,"Accipitriformes","Leucopternis semiplumbeus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Leucopternis_semiplumbeus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Leucopternis semiplumbeus","Semiplumbeous Hawk","",0.227773183
"95",783,NA,NA,NA,"Lophaetus occipitalis","Lophaetus occipitalis","Accipitridae","Accipitriformes","Long-crested Eagle",0.985066816,"Accipitriformes","Lophaetus occipitalis",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Lophaetus_occipitalis","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Lophaetus occipitalis","Long-crested Eagle","",0.985066816
"96",784,NA,NA,NA,"Lophoictinia isura","Lophoictinia isura","Accipitridae","Accipitriformes","Square-tailed Kite",0.906312185,"Accipitriformes","Lophoictinia isura",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Lophoictinia_isura","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Lophoictinia isura","Square-tailed Kite","",0.906312185
"97",785,NA,NA,NA,"Milvus migrans","Milvus migrans","Accipitridae","Accipitriformes","Black Kite",1.646870061,"Accipitriformes","Milvus migrans",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Milvus_migrans","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Milvus migrans","Black Kite","Yes",1.646870061
"98",786,NA,NA,NA,"Milvus milvus","Milvus milvus","Accipitridae","Accipitriformes","Red Kite",0.719705747,"Accipitriformes","Milvus milvus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Milvus_milvus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Milvus milvus","Red Kite","",0.719705747
"99",787,NA,NA,NA,"Necrosyrtes monachus","Necrosyrtes monachus","Accipitridae","Accipitriformes","Hooded Vulture",1.506793588,"Accipitriformes","Necrosyrtes monachus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Necrosyrtes_monachus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Necrosyrtes monachus","Hooded Vulture","",1.506793588
"100",788,NA,NA,NA,"Neophron percnopterus","Neophron percnopterus","Accipitridae","Accipitriformes","Egyptian Vulture",1.161109339,"Accipitriformes","Neophron percnopterus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Neophron_percnopterus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Neophron percnopterus","Egyptian Vulture","",1.161109339
"101",789,NA,NA,NA,"Nisaetus alboniger","Nisaetus alboniger","Accipitridae","Accipitriformes","Blyth's Hawk-Eagle",0.071112097,"Accipitriformes","Nisaetus alboniger",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Nisaetus_alboniger","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Nisaetus alboniger","Blyth's Hawk-eagle","",0.071112097
"102",790,NA,NA,NA,"Nisaetus cirrhatus","Nisaetus cirrhatus","Accipitridae","Accipitriformes","Changeable Hawk-Eagle",1.084974144,"Accipitriformes","Nisaetus cirrhatus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Nisaetus_cirrhatus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Nisaetus cirrhatus","Changeable Hawk-eagle","",1.084974144
"103",791,NA,NA,NA,"Nisaetus nipalensis","Nisaetus nipalensis","Accipitridae","Accipitriformes","Mountain Hawk-Eagle",0.280280231,"Accipitriformes","Nisaetus nipalensis",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Nisaetus_nipalensis","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Nisaetus nipalensis","Mountain Hawk-eagle","",0.280280231
"104",792,NA,NA,NA,"Parabuteo unicinctus","Parabuteo unicinctus","Accipitridae","Accipitriformes","Harris's Hawk",2.241553952,"Accipitriformes","Parabuteo unicinctus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Parabuteo_unicinctus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Parabuteo unicinctus","Harris's Hawk","",2.241553952
"105",793,NA,NA,NA,"Pernis apivorus","Pernis apivorus","Accipitridae","Accipitriformes","European Honey-buzzard",1.302738493,"Accipitriformes","Pernis apivorus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Pernis_apivorus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Pernis apivorus","European Honey-buzzard","",1.302738493
"106",794,NA,NA,NA,"Pernis ptilorhynchus","Pernis ptilorhyncus","Accipitridae","Accipitriformes","Oriental Honey-buzzard",1.76029718,"Accipitriformes","Pernis ptilorhynchus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Pernis_ptilorhyncus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Pernis ptilorhyncus","Oriental Honey-buzzard","",1.76029718
"107",795,NA,NA,NA,"Polyboroides typus","Polyboroides typus","Accipitridae","Accipitriformes","African Harrier-Hawk",1.448751249,"Accipitriformes","Polyboroides typus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Polyboroides_typus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Polyboroides typus","African Harrier-hawk","",1.448751249
"108",796,NA,NA,NA,"Rostrhamus sociabilis","Rostrhamus sociabilis","Accipitridae","Accipitriformes","Snail Kite",1.911208052,"Accipitriformes","Rostrhamus sociabilis",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Rostrhamus_sociabilis","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Rostrhamus sociabilis","Snail Kite","",1.911208052
"109",797,NA,NA,NA,"Spilornis cheela","Spilornis cheela","Accipitridae","Accipitriformes","Crested Serpent-Eagle",1.134466213,"Accipitriformes","Spilornis cheela",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Spilornis_cheela","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Spilornis cheela","Crested Serpent-eagle","Yes",1.134466213
"110",798,NA,NA,NA,"Spilornis elgini","Spilornis elgini","Accipitridae","Accipitriformes","Andaman Serpent-Eagle",0.152434534,"Accipitriformes","Spilornis elgini",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Spilornis_elgini","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Spilornis elgini","Andaman Serpent-eagle","",0.152434534
"111",799,NA,NA,NA,"Spilornis holospilus","Spilornis holospilus","Accipitridae","Accipitriformes","Philippine Serpent-Eagle",0.64281722,"Accipitriformes","Spilornis holospilus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Spilornis_holospilus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Spilornis holospilus","Philippine Serpent-eagle","",0.64281722
"112",800,NA,NA,NA,"Spizaetus isidori","Spizaetus isidori","Accipitridae","Accipitriformes","Black-and-chestnut Eagle",0.036454556,"Accipitriformes","Spizaetus isidori",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Spizaetus_isidori","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Spizaetus isidori","Black-and-chestnut Eagle","",0.036454556
"113",801,NA,NA,NA,"Spizaetus ornatus","Spizaetus ornatus","Accipitridae","Accipitriformes","Ornate Hawk-Eagle",0.725530997,"Accipitriformes","Spizaetus ornatus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Spizaetus_ornatus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Spizaetus ornatus","Ornate Hawk-eagle","",0.725530997
"114",802,NA,NA,NA,"Spizaetus tyrannus","Spizaetus tyrannus","Accipitridae","Accipitriformes","Black Hawk-Eagle",0.776402857,"Accipitriformes","Spizaetus tyrannus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Spizaetus_tyrannus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Spizaetus tyrannus","Black Hawk-eagle","",0.776402857
"115",804,NA,NA,NA,"Cathartes burrovianus","Cathartes burrovianus","Cathartidae","Accipitriformes","Lesser Yellow-headed Vulture",1.855225173,"Cathartiformes","Cathartes burrovianus",NA,NA,NA,NA,"","Cathartidae","Cathartidae","New World vultures","","INVESTIGATE","Cathartes_burrovianus","Accipitriformes","Cathartidae","New World vultures","Cathartes burrovianus","Lesser Yellow-headed Vulture","Yes",1.855225173
"116",805,NA,NA,NA,"Cathartes melambrotus","Cathartes melambrotus","Cathartidae","Accipitriformes","Greater Yellow-headed Vulture",0.667125257,"Cathartiformes","Cathartes melambrotus",NA,NA,NA,NA,"","Cathartidae","Cathartidae","New World vultures","","INVESTIGATE","Cathartes_melambrotus","Accipitriformes","Cathartidae","New World vultures","Cathartes melambrotus","Greater Yellow-headed Vulture","",0.667125257
"117",806,NA,NA,NA,"Coragyps atratus","Coragyps atratus","Cathartidae","Accipitriformes","Black Vulture",1.737445164,"Cathartiformes","Coragyps atratus",NA,NA,NA,NA,"","Cathartidae","Cathartidae","New World vultures","","INVESTIGATE","Coragyps_atratus","Accipitriformes","Cathartidae","New World vultures","Coragyps atratus","Black Vulture","Yes",1.737445164
"118",807,NA,NA,NA,"Sarcoramphus papa","Sarcoramphus papa","Cathartidae","Accipitriformes","King Vulture",0.215717289,"Cathartiformes","Sarcoramphus papa",NA,NA,NA,NA,"","Cathartidae","Cathartidae","New World vultures","","INVESTIGATE","Sarcoramphus_papa","Accipitriformes","Cathartidae","New World vultures","Sarcoramphus papa","King Vulture","",0.215717289
"119",808,NA,NA,NA,"Vultur gryphus","Vultur gryphus","Cathartidae","Accipitriformes","Andean Condor",0.321418065,"Cathartiformes","Vultur gryphus",NA,NA,NA,NA,"","Cathartidae","Cathartidae","New World vultures","","INVESTIGATE","Vultur_gryphus","Accipitriformes","Cathartidae","New World vultures","Vultur gryphus","Andean Condor","Yes",0.321418065
"120",1567,NA,NA,NA,"Daptrius ater","Daptrius ater","Falconidae","Falconiformes","Black Caracara",0.166952005,"Falconiformes","Daptrius ater",NA,NA,NA,NA,"","Falconidae","Falconidae","Falcons and caracaras","","INVESTIGATE","Daptrius_ater","Falconiformes","Falconidae","Falcons and caracaras","Daptrius ater","Black Caracara","Yes",0.166952005
"121",1568,NA,NA,NA,"Falco amurensis","Falco amurensis","Falconidae","Falconiformes","Amur Falcon",1.792247146,"Falconiformes","Falco amurensis",NA,NA,NA,NA,"","Falconidae","Falconidae","Falcons and caracaras","","INVESTIGATE","Falco_amurensis","Falconiformes","Falconidae","Falcons and caracaras","Falco amurensis","Amur Falcon","",1.792247146
"122",1569,NA,NA,NA,"Falco chicquera","Falco chicquera","Falconidae","Falconiformes","Red-necked Falcon",1.330076126,"Falconiformes","Falco chicquera",NA,NA,NA,NA,"","Falconidae","Falconidae","Falcons and caracaras","","INVESTIGATE","Falco_chicquera","Falconiformes","Falconidae","Falcons and caracaras","Falco chicquera","Red-necked Falcon","",1.330076126
"123",1570,NA,NA,NA,"Falco cuvierii","Falco cuvierii","Falconidae","Falconiformes","African Hobby",1.536131581,"Falconiformes","Falco cuvierii",NA,NA,NA,NA,"","Falconidae","Falconidae","Falcons and caracaras","","INVESTIGATE","Falco_cuvierii","Falconiformes","Falconidae","Falcons and caracaras","Falco cuvierii","African Hobby","",1.536131581
"124",1571,NA,NA,NA,"Falco femoralis","Falco femoralis","Falconidae","Falconiformes","Aplomado Falcon",2.036616891,"Falconiformes","Falco femoralis",NA,NA,NA,NA,"","Falconidae","Falconidae","Falcons and caracaras","","INVESTIGATE","Falco_femoralis","Falconiformes","Falconidae","Falcons and caracaras","Falco femoralis","Aplomado Falcon","Yes",2.036616891
"125",1572,NA,NA,NA,"Falco longipennis","Falco longipennis","Falconidae","Falconiformes","Australian Hobby",1.561377136,"Falconiformes","Falco longipennis",NA,NA,NA,NA,"","Falconidae","Falconidae","Falcons and caracaras","","INVESTIGATE","Falco_longipennis","Falconiformes","Falconidae","Falcons and caracaras","Falco longipennis","Australian Hobby","",1.561377136
"126",1574,NA,NA,NA,"Falco novaeseelandiae","Falco novaeseelandiae","Falconidae","Falconiformes","New Zealand Falcon",0.416801126,"Falconiformes","Falco novaeseelandiae",NA,NA,NA,NA,"","Falconidae","Falconidae","Falcons and caracaras","","INVESTIGATE","Falco_novaeseelandiae","Falconiformes","Falconidae","Falcons and caracaras","Falco novaeseelandiae","New Zealand Falcon","",0.416801126
"127",1575,NA,NA,NA,"Falco rufigularis","Falco rufigularis","Falconidae","Falconiformes","Bat Falcon",1.642458603,"Falconiformes","Falco rufigularis",NA,NA,NA,NA,"","Falconidae","Falconidae","Falcons and caracaras","","INVESTIGATE","Falco_rufigularis","Falconiformes","Falconidae","Falcons and caracaras","Falco rufigularis","Bat Falcon","",1.642458603
"128",1576,NA,NA,NA,"Falco subbuteo","Falco subbuteo","Falconidae","Falconiformes","Eurasian Hobby",1.346661295,"Falconiformes","Falco subbuteo",NA,NA,NA,NA,"","Falconidae","Falconidae","Falcons and caracaras","","INVESTIGATE","Falco_subbuteo","Falconiformes","Falconidae","Falcons and caracaras","Falco subbuteo","Eurasian Hobby","",1.346661295
"129",1578,NA,NA,NA,"Herpetotheres cachinnans","Herpetotheres cachinnans","Falconidae","Falconiformes","Laughing Falcon",0.811707787,"Falconiformes","Herpetotheres cachinnans",NA,NA,NA,NA,"","Falconidae","Falconidae","Falcons and caracaras","","INVESTIGATE","Herpetotheres_cachinnans","Falconiformes","Falconidae","Falcons and caracaras","Herpetotheres cachinnans","Laughing Falcon","",0.811707787
"130",1579,NA,NA,NA,"Ibycter americanus","Ibycter americanus","Falconidae","Falconiformes","Red-throated Caracara",0.015353959,"Falconiformes","Ibycter americanus",NA,NA,NA,NA,"","Falconidae","Falconidae","Falcons and caracaras","","INVESTIGATE","Ibycter_americanus","Falconiformes","Falconidae","Falcons and caracaras","Ibycter americanus","Red-throated Caracara","",0.015353959
"131",1580,NA,NA,NA,"Micrastur mirandollei","Micrastur mirandollei","Falconidae","Falconiformes","Slaty-backed Forest-Falcon",0.266723304,"Falconiformes","Micrastur mirandollei",NA,NA,NA,NA,"","Falconidae","Falconidae","Falcons and caracaras","","INVESTIGATE","Micrastur_mirandollei","Falconiformes","Falconidae","Falcons and caracaras","Micrastur mirandollei","Slaty-backed Forest-falcon","",0.266723304
