IOCOrder,BLFamilyLatin,BLFamilyEnglish,Species,Scientific,English,CoastalSp,aveUAI
Passeriformes,Meliphagidae,Honeyeaters,Epthianura_albifrons,Epthianura albifrons,White-fronted Chat,,0.415902151
Passeriformes,Meliphagidae,Honeyeaters,Lichenostomus_leucotis,Lichenostomus leucotis,White-eared Honeyeater,,0.424279073
Passeriformes,Meliphagidae,Honeyeaters,Acanthagenys_rufogularis,Acanthagenys rufogularis,Spiny-cheeked Honeyeater,,0.450155976
Passeriformes,Meliphagidae,Honeyeaters,Melithreptus_affinis,Melithreptus affinis,Black-headed Honeyeater,,0.476793231
Passeriformes,Meliphagidae,Honeyeaters,Lichenostomus_flavicollis,Lichenostomus flavicollis,Yellow-throated Honeyeater,,0.489623749
Passeriformes,Meliphagidae,Honeyeaters,Phylidonyris_melanops,Phylidonyris melanops,Tawny-crowned Honeyeater,,0.550319789
Passeriformes,Meliphagidae,Honeyeaters,Meliphaga_lewinii,Meliphaga lewinii,Lewin's Honeyeater,,0.552329882
Passeriformes,Meliphagidae,Honeyeaters,Melithreptus_gularis,Melithreptus gularis,Black-chinned Honeyeater,,0.552687453
Passeriformes,Meliphagidae,Honeyeaters,Acanthorhynchus_superciliosus,Acanthorhynchus superciliosus,Western Spinebill,,0.605766494
Passeriformes,Meliphagidae,Honeyeaters,Manorina_flavigula,Manorina flavigula,Yellow-throated Miner,,0.664069718
Passeriformes,Meliphagidae,Honeyeaters,Lichenostomus_chrysops,Lichenostomus chrysops,Yellow-faced Honeyeater,,0.668685821
Passeriformes,Meliphagidae,Honeyeaters,Meliphaga_notata,Meliphaga notata,Yellow-spotted Honeyeater,,0.671684222
Passeriformes,Meliphagidae,Honeyeaters,Anthochaera_paradoxa,Anthochaera paradoxa,Yellow Wattlebird,,0.699807288
Passeriformes,Meliphagidae,Honeyeaters,Prosthemadera_novaeseelandiae,Prosthemadera novaeseelandiae,Tui,,0.704612937
Passeriformes,Meliphagidae,Honeyeaters,Acanthorhynchus_tenuirostris,Acanthorhynchus tenuirostris,Eastern Spinebill,,0.720900005
Passeriformes,Meliphagidae,Honeyeaters,Certhionyx_pectoralis,Certhionyx pectoralis,Banded Honeyeater,,0.740020022
Passeriformes,Meliphagidae,Honeyeaters,Myzomela_sanguinolenta,Myzomela sanguinolenta,Scarlet Myzomela,,0.81757265
Passeriformes,Meliphagidae,Honeyeaters,Philemon_corniculatus,Philemon corniculatus,Noisy Friarbird,,0.822076828
Passeriformes,Meliphagidae,Honeyeaters,Myzomela_obscura,Myzomela obscura,Dusky Myzomela,,0.861478223
Passeriformes,Meliphagidae,Honeyeaters,Xanthotis_macleayanus,Xanthotis macleayanus,Macleay's Honeyeater,,0.872516523
Passeriformes,Meliphagidae,Honeyeaters,Philemon_argenticeps,Philemon argenticeps,Silver-crowned Friarbird,,0.893167496
Passeriformes,Meliphagidae,Honeyeaters,Ramsayornis_fasciatus,Ramsayornis fasciatus,Bar-breasted Honeyeater,,0.894501782
Passeriformes,Meliphagidae,Honeyeaters,Melithreptus_albogularis,Melithreptus albogularis,White-throated Honeyeater,,1.049273078
Passeriformes,Meliphagidae,Honeyeaters,Phylidonyris_niger,Phylidonyris niger,White-cheeked Honeyeater,,1.072038843
Passeriformes,Meliphagidae,Honeyeaters,Phylidonyris_novaehollandiae,Phylidonyris novaehollandiae,New Holland Honeyeater,,1.141692588
Passeriformes,Meliphagidae,Honeyeaters,Myzomela_erythrocephala,Myzomela erythrocephala,Red-headed Myzomela,,1.245733967
Passeriformes,Meliphagidae,Honeyeaters,Lichenostomus_virescens,Lichenostomus virescens,Singing Honeyeater,,1.307918501
Passeriformes,Meliphagidae,Honeyeaters,Lichenostomus_fasciogularis,Lichenostomus fasciogularis,Mangrove Honeyeater,Yes,1.325490619
Passeriformes,Meliphagidae,Honeyeaters,Manorina_melanophrys,Manorina melanophrys,Bell Miner,,1.360190951
Passeriformes,Meliphagidae,Honeyeaters,Conopophila_albogularis,Conopophila albogularis,Rufous-banded Honeyeater,,1.371699225
Passeriformes,Meliphagidae,Honeyeaters,Conopophila_rufogularis,Conopophila rufogularis,Rufous-throated Honeyeater,,1.400051946
Passeriformes,Meliphagidae,Honeyeaters,Anthochaera_carunculata,Anthochaera carunculata,Red Wattlebird,,1.407253096
Passeriformes,Meliphagidae,Honeyeaters,Anthochaera_chrysoptera,Anthochaera chrysoptera,Little Wattlebird,,1.442487421
Passeriformes,Meliphagidae,Honeyeaters,Plectorhyncha_lanceolata,Plectorhyncha lanceolata,Striped Honeyeater,,1.480545075
Passeriformes,Meliphagidae,Honeyeaters,Philemon_citreogularis,Philemon citreogularis,Little Friarbird,,1.520740988
Passeriformes,Meliphagidae,Honeyeaters,Lichenostomus_flavus,Lichenostomus flavus,Yellow Honeyeater,,1.525009593
Passeriformes,Meliphagidae,Honeyeaters,Ramsayornis_modestus,Ramsayornis modestus,Brown-backed Honeyeater,,1.530811147
Passeriformes,Meliphagidae,Honeyeaters,Anthochaera_lunulata,Anthochaera lunulata,Western Wattlebird,,1.633356475
Passeriformes,Meliphagidae,Honeyeaters,Lichenostomus_penicillatus,Lichenostomus penicillatus,White-plumed Honeyeater,,1.670602678
Passeriformes,Meliphagidae,Honeyeaters,Philemon_buceroides,Philemon buceroides,Helmeted Friarbird,,1.783708974
Passeriformes,Meliphagidae,Honeyeaters,Lichenostomus_versicolor,Lichenostomus versicolor,Varied Honeyeater,,1.817136958
Passeriformes,Meliphagidae,Honeyeaters,Lichmera_indistincta,Lichmera indistincta,Brown Honeyeater,,1.852678278
Passeriformes,Meliphagidae,Honeyeaters,Entomyzon_cyanotis,Entomyzon cyanotis,Blue-faced Honeyeater,,1.853394008
Passeriformes,Meliphagidae,Honeyeaters,Manorina_melanocephala,Manorina melanocephala,Noisy Miner,,1.875573872
Passeriformes,Meliphagidae,Honeyeaters,Lichenostomus_unicolor,Lichenostomus unicolor,White-gaped Honeyeater,,1.93094302
Passeriformes,Meliphagidae,Honeyeaters,Xanthomyza_phrygia,Xanthomyza phrygia,Regent Honeyeater,,2.13807034
Passeriformes,Menuridae,Lyrebirds,Menura_alberti,Menura alberti,Albert's Lyrebird,,0.110574737
Passeriformes,Menuridae,Lyrebirds,Menura_novaehollandiae,Menura novaehollandiae,Superb Lyrebird,,0.251195629
Coraciiformes,Meropidae,Bee-eaters,Merops_leschenaulti,Merops leschenaulti,Chestnut-headed Bee-eater,,0.237306956
Coraciiformes,Meropidae,Bee-eaters,Merops_albicollis,Merops albicollis,White-throated Bee-eater,,0.712913285
Coraciiformes,Meropidae,Bee-eaters,Merops_bullockoides,Merops bullockoides,White-fronted Bee-eater,,0.842385867
Coraciiformes,Meropidae,Bee-eaters,Nyctyornis_athertoni,Nyctyornis athertoni,Blue-bearded Bee-eater,,0.964437135
Coraciiformes,Meropidae,Bee-eaters,Merops_ornatus,Merops ornatus,Rainbow Bee-eater,,1.042568806
Coraciiformes,Meropidae,Bee-eaters,Merops_variegatus,Merops variegatus,Blue-breasted Bee-eater,,1.05901785
Coraciiformes,Meropidae,Bee-eaters,Merops_pusillus,Merops pusillus,Little Bee-eater,,1.155224551
Coraciiformes,Meropidae,Bee-eaters,Merops_superciliosus,Merops superciliosus,Madagascar Bee-eater,,1.241203283
Coraciiformes,Meropidae,Bee-eaters,Merops_apiaster,Merops apiaster,European Bee-eater,,1.324827145
Coraciiformes,Meropidae,Bee-eaters,Merops_philippinus,Merops philippinus,Blue-tailed Bee-eater,,1.633693918
Coraciiformes,Meropidae,Bee-eaters,Merops_oreobates,Merops oreobates,Cinnamon-chested Bee-eater,,1.653325358
Coraciiformes,Meropidae,Bee-eaters,Merops_persicus,Merops persicus,Blue-cheeked Bee-eater,,1.783054328
Coraciiformes,Meropidae,Bee-eaters,Merops_viridis,Merops viridis,Blue-throated Bee-eater,,2.342410774
Passeriformes,Mimidae,Mockingbirds and thrashers,Oreoscoptes_montanus,Oreoscoptes montanus,Sage Thrasher,,0.72905326
Passeriformes,Mimidae,Mockingbirds and thrashers,Toxostoma_crissale,Toxostoma crissale,Crissal Thrasher,,0.797323394
Passeriformes,Mimidae,Mockingbirds and thrashers,Melanotis_hypoleucus,Melanotis hypoleucus,Blue-and-white Mockingbird,,0.930824781
Passeriformes,Mimidae,Mockingbirds and thrashers,Melanoptila_glabrirostris,Melanoptila glabrirostris,Black Catbird,,0.962285587
Passeriformes,Mimidae,Mockingbirds and thrashers,Toxostoma_bendirei,Toxostoma bendirei,Bendire's Thrasher,,1.00723413
Passeriformes,Mimidae,Mockingbirds and thrashers,Mimus_gundlachii,Mimus gundlachii,Bahama Mockingbird,,1.032406844
Passeriformes,Mimidae,Mockingbirds and thrashers,Mimus_patagonicus,Mimus patagonicus,Patagonian Mockingbird,,1.171688541
Passeriformes,Mimidae,Mockingbirds and thrashers,Melanotis_caerulescens,Melanotis caerulescens,Blue Mockingbird,,1.194848407
Passeriformes,Mimidae,Mockingbirds and thrashers,Toxostoma_redivivum,Toxostoma redivivum,California Thrasher,,1.515170212
Passeriformes,Mimidae,Mockingbirds and thrashers,Mimus_thenca,Mimus thenca,Chilean Mockingbird,,1.523582578
Passeriformes,Mimidae,Mockingbirds and thrashers,Donacobius_atricapilla,Donacobius atricapilla,Black-capped Donacobius,,1.572934713
Passeriformes,Mimidae,Mockingbirds and thrashers,Mimus_longicaudatus,Mimus longicaudatus,Long-tailed Mockingbird,,1.649100084
Passeriformes,Mimidae,Mockingbirds and thrashers,Toxostoma_rufum,Toxostoma rufum,Brown Thrasher,,1.82490984
Passeriformes,Mimidae,Mockingbirds and thrashers,Toxostoma_curvirostre,Toxostoma curvirostre,Curve-billed Thrasher,,1.977246134
Passeriformes,Mimidae,Mockingbirds and thrashers,Toxostoma_longirostre,Toxostoma longirostre,Long-billed Thrasher,,2.046874905
Passeriformes,Mimidae,Mockingbirds and thrashers,Mimus_triurus,Mimus triurus,White-banded Mockingbird,,2.066003387
Passeriformes,Mimidae,Mockingbirds and thrashers,Mimus_polyglottos,Mimus polyglottos,Northern Mockingbird,,2.077765832
Passeriformes,Mimidae,Mockingbirds and thrashers,Mimus_gilvus,Mimus gilvus,Tropical Mockingbird,,2.25722045
Passeriformes,Mimidae,Mockingbirds and thrashers,Mimus_saturninus,Mimus saturninus,Chalk-browed Mockingbird,,2.501775772
Coraciiformes,Momotidae,Motmots,Momotus_aequatorialis,Momotus aequatorialis,Andean Motmot,,0.193446544
Coraciiformes,Momotidae,Motmots,Baryphthengus_martii,Baryphthengus martii,Rufous Motmot,,0.205317576
Coraciiformes,Momotidae,Motmots,Electron_platyrhynchum,Electron platyrhynchum,Broad-billed Motmot,,0.346148506
Coraciiformes,Momotidae,Motmots,Aspatha_gularis,Aspatha gularis,Blue-throated Motmot,,0.431302775
Coraciiformes,Momotidae,Motmots,Hylomanes_momotula,Hylomanes momotula,Tody Motmot,,0.431926434
Coraciiformes,Momotidae,Motmots,Baryphthengus_ruficapillus,Baryphthengus ruficapillus,Rufous-capped Motmot,,0.63598724
Coraciiformes,Momotidae,Motmots,Momotus_mexicanus,Momotus mexicanus,Russet-crowned Motmot,,0.876436641
Coraciiformes,Momotidae,Motmots,Eumomota_superciliosa,Eumomota superciliosa,Turquoise-browed Motmot,,0.92600728
Passeriformes,Monarchidae,Monarchs,Monarcha_leucotis,Monarcha leucotis,White-eared Monarch,,0.18245199
Passeriformes,Monarchidae,Monarchs,Terpsiphone_cyanescens,Terpsiphone cyanescens,Blue Paradise-flycatcher,,0.21673414
Passeriformes,Monarchidae,Monarchs,Myiagra_cyanoleuca,Myiagra cyanoleuca,Satin Flycatcher,,0.275621458
Passeriformes,Monarchidae,Monarchs,Monarcha_trivirgatus,Monarcha trivirgatus,Spectacled Monarch,,0.454579766
Passeriformes,Monarchidae,Monarchs,Elminia_longicauda,Elminia longicauda,African Blue-flycatcher,,0.518427728
Passeriformes,Monarchidae,Monarchs,Myiagra_inquieta,Myiagra inquieta,Restless Flycatcher,,0.568327381
Passeriformes,Monarchidae,Monarchs,Myiagra_ruficollis,Myiagra ruficollis,Broad-billed Flycatcher,,0.59494192
Passeriformes,Monarchidae,Monarchs,Myiagra_alecto,Myiagra alecto,Shining Flycatcher,,0.715458823
Passeriformes,Monarchidae,Monarchs,Monarcha_melanopsis,Monarcha melanopsis,Black-faced Monarch,,0.744213251
Passeriformes,Monarchidae,Monarchs,Myiagra_rubecula,Myiagra rubecula,Leaden Flycatcher,,0.904013774
Passeriformes,Monarchidae,Monarchs,Terpsiphone_rufiventer,Terpsiphone rufiventer,Black-headed Paradise-flycatcher,,0.960051224
Passeriformes,Monarchidae,Monarchs,Trochocercus_cyanomelas,Trochocercus cyanomelas,African Crested-flycatcher,,0.980594328
Passeriformes,Monarchidae,Monarchs,Hypothymis_azurea,Hypothymis azurea,Black-naped Monarch,,1.226204939
Passeriformes,Monarchidae,Monarchs,Terpsiphone_viridis,Terpsiphone viridis,African Paradise-flycatcher,,1.506105872
Passeriformes,Monarchidae,Monarchs,Grallina_cyanoleuca,Grallina cyanoleuca,Magpie-lark,,1.835734138
Passeriformes,Monarchidae,Monarchs,Terpsiphone_atrocaudata,Terpsiphone atrocaudata,Japanese Paradise-flycatcher,,1.867509346
Passeriformes,Motacillidae,Wagtails and pipits,Anthus_furcatus,Anthus furcatus,Short-billed Pipit,,0.13484365
Passeriformes,Motacillidae,Wagtails and pipits,Macronyx_croceus,Macronyx croceus,Yellow-throated Longclaw,,0.399920648
Passeriformes,Motacillidae,Wagtails and pipits,Anthus_spragueii,Anthus spragueii,Sprague's Pipit,,0.471789944
Passeriformes,Motacillidae,Wagtails and pipits,Anthus_novaeseelandiae,Anthus novaeseelandiae,Australasian Pipit,,0.644714665
Passeriformes,Motacillidae,Wagtails and pipits,Anthus_roseatus,Anthus roseatus,Rosy Pipit,,0.857747791
Passeriformes,Motacillidae,Wagtails and pipits,Motacilla_flaviventris,Motacilla flaviventris,Madagascar Wagtail,,1.095199451
Passeriformes,Motacillidae,Wagtails and pipits,Anthus_correndera,Anthus correndera,Correndera Pipit,,1.163696951
Passeriformes,Motacillidae,Wagtails and pipits,Anthus_petrosus,Anthus petrosus,Rock Pipit,,1.199962774
Passeriformes,Motacillidae,Wagtails and pipits,Anthus_godlewskii,Anthus godlewskii,Blyth's Pipit,,1.219911062
Passeriformes,Motacillidae,Wagtails and pipits,Anthus_rufulus,Anthus rufulus,Paddyfield Pipit,,1.23567333
Passeriformes,Motacillidae,Wagtails and pipits,Motacilla_aguimp,Motacilla aguimp,African Pied Wagtail,,1.245946817
Passeriformes,Motacillidae,Wagtails and pipits,Anthus_campestris,Anthus campestris,Tawny Pipit,,1.268733078
Passeriformes,Motacillidae,Wagtails and pipits,Anthus_trivialis,Anthus trivialis,Tree Pipit,,1.276575904
Passeriformes,Motacillidae,Wagtails and pipits,Anthus_pratensis,Anthus pratensis,Meadow Pipit,,1.333769305
Passeriformes,Motacillidae,Wagtails and pipits,Anthus_rubescens,Anthus rubescens,American Pipit,,1.342633679
Passeriformes,Motacillidae,Wagtails and pipits,Anthus_similis,Anthus similis,Long-billed Pipit,,1.464440535
Passeriformes,Motacillidae,Wagtails and pipits,Anthus_spinoletta,Anthus spinoletta,Water Pipit,,1.503777286
Passeriformes,Motacillidae,Wagtails and pipits,Motacilla_citreola,Motacilla citreola,Citrine Wagtail,,1.624147303
Passeriformes,Motacillidae,Wagtails and pipits,Motacilla_madaraspatensis,Motacilla madaraspatensis,White-browed Wagtail,,1.683464085
Passeriformes,Motacillidae,Wagtails and pipits,Anthus_richardi,Anthus richardi,Richard's Pipit,,1.724075825
Passeriformes,Motacillidae,Wagtails and pipits,Anthus_lutescens,Anthus lutescens,Yellowish Pipit,,1.890596933
Passeriformes,Motacillidae,Wagtails and pipits,Anthus_hodgsoni,Anthus hodgsoni,Olive-backed Pipit,,1.980234436
Passeriformes,Motacillidae,Wagtails and pipits,Motacilla_capensis,Motacilla capensis,Cape Wagtail,,2.016174678
Passeriformes,Motacillidae,Wagtails and pipits,Motacilla_alba,Motacilla alba,White Wagtail,,2.026159379
Passeriformes,Motacillidae,Wagtails and pipits,Dendronanthus_indicus,Dendronanthus indicus,Forest Wagtail,,2.07621
Passeriformes,Motacillidae,Wagtails and pipits,Anthus_berthelotii,Anthus berthelotii,Berthelot's Pipit,,2.088129536
Passeriformes,Motacillidae,Wagtails and pipits,Anthus_gustavi,Anthus gustavi,Pechora Pipit,,2.199895649
Passeriformes,Motacillidae,Wagtails and pipits,Anthus_cervinus,Anthus cervinus,Red-throated Pipit,,2.21013113
Passeriformes,Motacillidae,Wagtails and pipits,Motacilla_grandis,Motacilla grandis,Japanese Wagtail,,2.404602969
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Tarsiger_indicus,Tarsiger indicus,White-browed Bush-robin,,0.015843055
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Tarsiger_johnstoniae,Tarsiger johnstoniae,Collared Bush-robin,,0.027170618
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Myrmecocichla_nigra,Myrmecocichla nigra,Sooty Chat,,0.102351246
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Enicurus_scouleri,Enicurus scouleri,Little Forktail,,0.133613897
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Muscicapa_ferruginea,Muscicapa ferruginea,Ferruginous Flycatcher,,0.151617192
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Niltava_vivida,Niltava vivida,Vivid Niltava,,0.166962065
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Cinclidium_leucurum,Cinclidium leucurum,White-tailed Robin,,0.176746439
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Monticola_rupestris,Monticola rupestris,Cape Rock-thrush,,0.177002194
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Copsychus_niger,Copsychus niger,White-vented Shama,,0.193199663
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Erithacus_komadori,Erithacus komadori,Ryukyu Robin,,0.209873551
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Ficedula_hyperythra,Ficedula hyperythra,Snowy-browed Flycatcher,,0.215515246
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Copsychus_albospecularis,Copsychus albospecularis,Madagascar Magpie-robin,,0.288830484
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Enicurus_immaculatus,Enicurus immaculatus,Black-backed Forktail,,0.302989265
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Ficedula_westermanni,Ficedula westermanni,Little Pied Flycatcher,,0.343961772
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Enicurus_leschenaulti,Enicurus leschenaulti,White-crowned Forktail,,0.360187575
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Eumyias_indigo,Eumyias indigo,Indigo Flycatcher,,0.375725543
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Erythropygia_quadrivirgata,Erythropygia quadrivirgata,Bearded Scrub-robin,,0.398964579
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Niltava_macgrigoriae,Niltava macgrigoriae,Small Niltava,,0.400484466
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Rhinomyias_gularis,Rhinomyias gularis,Eyebrowed Jungle-flycatcher,,0.403772188
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Oenanthe_pileata,Oenanthe pileata,Capped Wheatear,,0.444238938
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Erythropygia_coryphaeus,Erythropygia coryphaeus,Karoo Scrub-robin,,0.488238414
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Muscicapa_aquatica,Muscicapa aquatica,Swamp Flycatcher,,0.541542126
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Myrmecocichla_aethiops,Myrmecocichla aethiops,Northern Anteater-chat,,0.551843023
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Copsychus_luzoniensis,Copsychus luzoniensis,White-browed Shama,,0.553756071
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Cichladusa_guttata,Cichladusa guttata,Spotted Morning-thrush,,0.620293954
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Muscicapa_caerulescens,Muscicapa caerulescens,Ashy Flycatcher,,0.635206744
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Erythropygia_leucophrys,Erythropygia leucophrys,Red-backed Scrub-robin,,0.63597141
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Cichladusa_arquata,Cichladusa arquata,Collared Palm-thrush,,0.767046122
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Pogonocichla_stellata,Pogonocichla stellata,White-starred Robin,,0.865784138
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Oenanthe_lugentoides,Oenanthe lugentoides,Arabian Wheatear,,0.936016013
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Cossypha_dichroa,Cossypha dichroa,Chorister Robin-chat,,1.018321136
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Cossypha_heuglini,Cossypha heuglini,White-browed Robin-chat,,1.056817492
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Oenanthe_oenanthe,Oenanthe oenanthe,Northern Wheatear,,1.179801046
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Saxicola_caprata,Saxicola caprata,Pied Bushchat,,1.214161749
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Saxicola_rubetra,Saxicola rubetra,Whinchat,,1.221671545
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Cercomela_melanura,Cercomela melanura,Blackstart,,1.276935551
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Cercomela_familiaris,Cercomela familiaris,Familiar Chat,,1.302605149
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Oenanthe_leucura,Oenanthe leucura,Black Wheatear,,1.325507453
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Luscinia_brunnea,Luscinia brunnea,Indian Blue Robin,,1.368546203
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Oenanthe_isabellina,Oenanthe isabellina,Isabelline Wheatear,,1.393825324
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Luscinia_megarhynchos,Luscinia megarhynchos,Common Nightingale,,1.42373793
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Muscicapa_muttui,Muscicapa muttui,Brown-breasted Flycatcher,,1.428143599
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Cyornis_rubeculoides,Cyornis rubeculoides,Blue-throated Flycatcher,,1.565584409
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Cercomela_sordida,Cercomela sordida,Moorland Chat,,1.58293009
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Muscicapa_adusta,Muscicapa adusta,African Dusky Flycatcher,,1.586497814
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Saxicoloides_fulicatus,Saxicoloides fulicatus,Indian Robin,,1.595426789
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Monticola_cinclorhynchus,Monticola cinclorhynchus,Blue-capped Rock-thrush,,1.64692919
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Cyanoptila_cyanomelana,Cyanoptila cyanomelana,Blue-and-white Flycatcher,,1.65096252
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Oenanthe_deserti,Oenanthe deserti,Desert Wheatear,,1.686000244
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Monticola_solitarius,Monticola solitarius,Blue Rock-thrush,,1.710890256
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Eumyias_thalassinus,Eumyias thalassinus,Verditer Flycatcher,,1.714773008
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Cossypha_caffra,Cossypha caffra,Cape Robin-chat,,1.790624054
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Luscinia_svecica,Luscinia svecica,Bluethroat,,1.816505837
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Muscicapa_striata,Muscicapa striata,Spotted Flycatcher,,1.835208262
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Phoenicurus_phoenicurus,Phoenicurus phoenicurus,Common Redstart,,1.860805224
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Oenanthe_albonigra,Oenanthe albonigra,Hume's Wheatear,,1.87586684
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Copsychus_malabaricus,Copsychus malabaricus,White-rumped Shama,,1.881418049
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Sigelus_silens,Sigelus silens,Fiscal Flycatcher,,1.950255396
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Erithacus_rubecula,Erithacus rubecula,European Robin,,1.996131005
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Phoenicurus_ochruros,Phoenicurus ochruros,Black Redstart,,1.997736798
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Cossypha_natalensis,Cossypha natalensis,Red-capped Robin-chat,,2.038042939
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Luscinia_calliope,Luscinia calliope,Siberian Rubythroat,,2.079253887
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Ficedula_narcissina,Ficedula narcissina,Narcissus Flycatcher,,2.115662978
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Oenanthe_pleschanka,Oenanthe pleschanka,Pied Wheatear,,2.143393345
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Ficedula_albicilla,Ficedula albicilla,Taiga Flycatcher,,2.162389147
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Copsychus_saularis,Copsychus saularis,Oriental Magpie-robin,,2.20226665
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Muscicapa_dauurica,Muscicapa dauurica,Asian Brown Flycatcher,,2.235805241
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Ficedula_parva,Ficedula parva,Red-breasted Flycatcher,,2.278824415
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Ficedula_albicollis,Ficedula albicollis,Collared Flycatcher,,2.287975756
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Ficedula_hypoleuca,Ficedula hypoleuca,European Pied Flycatcher,,2.35282746
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Luscinia_luscinia,Luscinia luscinia,Thrush Nightingale,,2.357576779
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Phoenicurus_auroreus,Phoenicurus auroreus,Daurian Redstart,,2.393857927
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Ficedula_mugimaki,Ficedula mugimaki,Mugimaki Flycatcher,,2.404093519
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Oenanthe_monticola,Oenanthe monticola,Mountain Wheatear,,2.45947007
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Muscicapa_sibirica,Muscicapa sibirica,Dark-sided Flycatcher,,2.538205857
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Saxicola_leucurus,Saxicola leucurus,White-tailed Stonechat,,2.575887097
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Luscinia_sibilans,Luscinia sibilans,Rufous-tailed Robin,,2.687568428
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Luscinia_cyane,Luscinia cyane,Siberian Blue Robin,,2.794194295
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Ficedula_zanthopygia,Ficedula zanthopygia,Yellow-rumped Flycatcher,,2.795486422
Passeriformes,Muscicapidae,Chats and Old World flycatchers,Rhinomyias_brunneatus,Rhinomyias brunneatus,Brown-chested Jungle-flycatcher,,3.583735547
Musophagiformes,Musophagidae,Turacos,Corythaixoides_leucogaster,Corythaixoides leucogaster,White-bellied Go-away-bird,,0.577783416
Musophagiformes,Musophagidae,Turacos,Tauraco_corythaix,Tauraco corythaix,Knysna Turaco,,0.773418339
