"","Species_Jetz","Species_eBird","Species_BirdLife","Family_eBird","CommonName_eBird","aveUAI","SciName_MUTI","MUTIscore","SciName_UN","Urban","Family_Sci","Family_English","Coastal","Notes"
"709","Erythropygia coryphaeus","Cercotrichas coryphoeus","Tychaedon coryphoeus","Muscicapidae (Old World Flycatchers)","Karoo Scrub-Robin",0.488238414,NA,NA,NA,NA,"Muscicapidae","(Old World Flycatchers)","Yes","coastal scrub and sandy beaches"
"710","Cyornis rufigastra","Cyornis rufigastra","Cyornis rufigastra","Muscicapidae (Old World Flycatchers)","Mangrove Blue Flycatcher",1.582822824,NA,NA,NA,NA,"Muscicapidae","(Old World Flycatchers)","Yes","coastal mangroves"
"711","Cossypha caffra","Cossypha caffra","Dessonornis caffer","Muscicapidae (Old World Flycatchers)","Cape Robin-Chat",1.79062405425,NA,NA,NA,NA,"Muscicapidae","(Old World Flycatchers)","Yes","forages in intertidal zone"
"712","Monticola solitarius","Monticola solitarius","Monticola solitarius","Muscicapidae (Old World Flycatchers)","Blue Rock-Thrush",1.71089025645455,NA,NA,NA,NA,"Muscicapidae","(Old World Flycatchers)","Yes","rocky coasts"
"713","Monticola rupestris","Monticola rupestris","Monticola rupestris","Muscicapidae (Old World Flycatchers)","Cape Rock-Thrush",0.177002194,NA,NA,NA,NA,"Muscicapidae","(Old World Flycatchers)","Yes","forages in intertidal zone"
"714","Ploceus philippinus","Ploceus philippinus","Ploceus philippinus","Ploceidae (Weavers and Allies)","Baya Weaver",1.39766974844444,NA,NA,NA,NA,"Ploceidae","(Weavers and Allies)","Yes","mangroves"
"715","Passer melanurus","Passer melanurus","Passer melanurus","Passeridae (Old World Sparrows)","Cape Sparrow",2.13272957566667,NA,NA,NA,NA,"Passeridae","(Old World Sparrows)","Yes","coastal cliffs"
"716","Motacilla capensis","Motacilla capensis","Motacilla capensis","Motacillidae (Wagtails and Pipits)","Cape Wagtail",2.01617467766667,NA,NA,NA,NA,"Motacillidae","(Wagtails and Pipits)","Yes","sandy and rocky coasts"
"717","Anthus spinoletta","Anthus spinoletta","Anthus spinoletta","Motacillidae (Wagtails and Pipits)","Water Pipit",1.50377728618182,NA,NA,NA,NA,"Motacillidae","(Wagtails and Pipits)","Yes","coastal saltings"
"718","Anthus petrosus","Anthus petrosus","Anthus petrosus","Motacillidae (Wagtails and Pipits)","Rock Pipit",1.19996277433333,NA,NA,"Anthus petrosus","N","Motacillidae","(Wagtails and Pipits)","Yes","rocky sea coasts"
"719","Serinus totta","Crithagra totta","Crithagra totta","Fringillidae (Finches, Euphonias, and Allies)","Cape Siskin",0.395187997,NA,NA,NA,NA,"Fringillidae","(Finches, Euphonias, and Allies)","Yes","coastal scrub"
"720","Serinus canicollis","Serinus canicollis","Serinus canicollis","Fringillidae (Finches, Euphonias, and Allies)","Cape Canary",1.5377954495,NA,NA,NA,NA,"Fringillidae","(Finches, Euphonias, and Allies)","Yes","beaches"
"721","Ammodramus maritimus","Ammospiza maritima","Ammospiza maritima","Passerellidae (New World Sparrows)","Seaside Sparrow",1.20744499875,"Ammospiza maritima",-1.372249983,NA,NA,"Passerellidae","(New World Sparrows)","Yes","tidal marshes"
"722","Ammodramus caudacutus","Ammospiza caudacuta","Ammospiza caudacuta","Passerellidae (New World Sparrows)","Saltmarsh Sparrow",1.7428344335,"Ammospiza caudacuta",-0.194703114,NA,NA,"Passerellidae","(New World Sparrows)","Yes","coastal marshes"
"723","Melospiza georgiana","Melospiza georgiana","Melospiza georgiana","Passerellidae (New World Sparrows)","Swamp Sparrow",1.65435016294444,"Melospiza georgiana",0.741691746,"Melospiza georgiana","N","Passerellidae","(New World Sparrows)","Yes","coastal marshes"
"724","Phaenicophilus palmarum","Phaenicophilus palmarum","Phaenicophilus palmarum","Phaenicophilidae (Hispaniolan Tanagers)","Black-crowned Palm-Tanager",2.758946986,NA,NA,NA,NA,"Phaenicophilidae","(Hispaniolan Tanagers)","Yes","mangroves"
"725","Icterus dominicensis","Icterus northropi","Icterus northropi","Icteridae (Troupials and Allies)","Bahama Oriole",0.608211421,NA,NA,NA,NA,"Icteridae","(Troupials and Allies)","Yes","coastal areas  "
"726","Dives warszewiczi","Dives warczewiczi","Dives warczewiczi","Icteridae (Troupials and Allies)","Scrub Blackbird",2.11678269266667,NA,NA,NA,NA,"Icteridae","(Troupials and Allies)","Yes","coastal areas  "
"727","Helmitheros vermivorum","Helmitheros vermivorum","Helmitheros vermivorum","Parulidae (New World Warblers)","Worm-eating Warbler",1.44322762477778,"Helmitheros vermivorum",-1.23784475,NA,NA,"Parulidae","(New World Warblers)","Yes","coastal plains "
"728","Seiurus motacilla","Parkesia motacilla","Parkesia motacilla","Parulidae (New World Warblers)","Louisiana Waterthrush",1.3181297270625,"Parkesia motacilla",-0.723023471,NA,NA,"Parulidae","(New World Warblers)","Yes","coastal mangroves sometimes"
"729","Seiurus noveboracensis","Parkesia noveboracensis","Parkesia noveboracensis","Parulidae (New World Warblers)","Northern Waterthrush",1.78984728764516,"Parkesia noveboracensis",-1.057137237,NA,NA,"Parulidae","(New World Warblers)","Yes","mangroves and coastal scrub"
"730","Dendroica tigrina","Setophaga tigrina","Setophaga tigrina","Parulidae (New World Warblers)","Cape May Warbler",2.09664661977778,"Setophaga tigrina",-1.189080387,"Dendroica tigrina","N","Parulidae","(New World Warblers)","Yes","mangroves and coastal vegetation"
"731","Parula pitiayumi","Setophaga pitiayumi","Setophaga pitiayumi","Parulidae (New World Warblers)","Tropical Parula",1.55215478528571,NA,NA,NA,NA,"Parulidae","(New World Warblers)","Yes","mangroves"
"732","Dendroica castanea","Setophaga castanea","Setophaga castanea","Parulidae (New World Warblers)","Bay-breasted Warbler",1.84453511578571,"Setophaga castanea",-1.507390822,"Dendroica castanea","N","Parulidae","(New World Warblers)","Yes","coastal habitats"
"733","Dendroica palmarum","Setophaga palmarum","Setophaga palmarum","Parulidae (New World Warblers)","Palm Warbler",2.05511710961905,"Setophaga palmarum",-1.617073807,"Dendroica palmarum","N","Parulidae","(New World Warblers)","Yes","coastal stands"
"734","Sericornis citreogularis","Sericornis citreogularis","Sericornis citreogularis","Acanthizidae (Thornbills and Allies)","Yellow-throated Scrubwren",NA,NA,NA,"Sericornis citreogularis","N","Acanthizidae","(Thornbills and Allies)","Yes","coastal habitats "
"735","Elanus axillaris","Elanus axillaris","Elanus axillaris","Accipitridae (Hawks, Eagles, and Kites)","Black-shouldered Kite",1.36539461766667,NA,NA,NA,NA,"Accipitridae","(Hawks, Eagles, and Kites)","Yes","coastal sand dunes"
"736","Chondrohierax uncinatus","Chondrohierax uncinatus","Chondrohierax uncinatus","Accipitridae (Hawks, Eagles, and Kites)","Hook-billed Kite",1.55215159566667,NA,NA,NA,NA,"Accipitridae","(Hawks, Eagles, and Kites)","Yes","coastal mangroves"
"737","Elanoides forficatus","Elanoides forficatus","Elanoides forficatus","Accipitridae (Hawks, Eagles, and Kites)","Swallow-tailed Kite",0.81530759425,NA,NA,NA,NA,"Accipitridae","(Hawks, Eagles, and Kites)","Yes","coastal plains"
"738","Aviceda jerdoni","Aviceda jerdoni","Aviceda jerdoni","Accipitridae (Hawks, Eagles, and Kites)","Jerdon's Baza",3.713046242,NA,NA,NA,NA,"Accipitridae","(Hawks, Eagles, and Kites)","Yes","coastal swamp forest"
"739","Aviceda subcristata","Aviceda subcristata","Aviceda subcristata","Accipitridae (Hawks, Eagles, and Kites)","Pacific Baza",1.38779913175,NA,NA,NA,NA,"Accipitridae","(Hawks, Eagles, and Kites)","Yes","mangroves, almost always by coast"
"740","Aviceda leuphotes","Aviceda leuphotes","Aviceda leuphotes","Accipitridae (Hawks, Eagles, and Kites)","Black Baza",2.55186238,NA,NA,NA,NA,"Accipitridae","(Hawks, Eagles, and Kites)","Yes","mangroves  "
"741","Necrosyrtes monachus","Necrosyrtes monachus","Necrosyrtes monachus","Accipitridae (Hawks, Eagles, and Kites)","Hooded Vulture",1.50679358825,NA,NA,NA,NA,"Accipitridae","(Hawks, Eagles, and Kites)","Yes","coastal areas"
"742","Circaetus gallicus","Circaetus gallicus","Circaetus gallicus","Accipitridae (Hawks, Eagles, and Kites)","Short-toed Snake-Eagle",1.1713572675,NA,NA,NA,NA,"Accipitridae","(Hawks, Eagles, and Kites)","Yes","mangroves"
"743","Aquila chrysaetos","Aquila chrysaetos","Aquila chrysaetos","Accipitridae (Hawks, Eagles, and Kites)","Golden Eagle",0.833531357818182,NA,NA,NA,NA,"Accipitridae","(Hawks, Eagles, and Kites)","Yes","coastlines"
"744","Butastur indicus","Butastur indicus","Butastur indicus","Accipitridae (Hawks, Eagles, and Kites)","Gray-faced Buzzard",1.6671524055,NA,NA,NA,NA,"Accipitridae","(Hawks, Eagles, and Kites)","Yes","migrate along coast of Japan "
"745","Circus assimilis","Circus assimilis","Circus assimilis","Accipitridae (Hawks, Eagles, and Kites)","Spotted Harrier",0.77673743,NA,NA,NA,NA,"Accipitridae","(Hawks, Eagles, and Kites)","Yes","coastal flats"
"746","Circus maurus","Circus maurus","Circus maurus","Accipitridae (Hawks, Eagles, and Kites)","Black Harrier",0.473010796,NA,NA,NA,NA,"Accipitridae","(Hawks, Eagles, and Kites)","Yes","coastal dunes"
"747","Circus cinereus","Circus cinereus","Circus cinereus","Accipitridae (Hawks, Eagles, and Kites)","Cinereous Harrier",0.6880147115,NA,NA,NA,NA,"Accipitridae","(Hawks, Eagles, and Kites)","Yes","coastal marshes"
"748","Circus cyaneus","Circus hudsonius","Circus hudsonius","Accipitridae (Hawks, Eagles, and Kites)","Northern Harrier",1.01304330275,"Circus hudsonius",-1.356633429,NA,NA,"Accipitridae","(Hawks, Eagles, and Kites)","Yes","coastal dunes"
"749","Accipiter tachiro","Accipiter tachiro","Accipiter tachiro","Accipitridae (Hawks, Eagles, and Kites)","African Goshawk",1.67035562633333,NA,NA,NA,NA,"Accipitridae","(Hawks, Eagles, and Kites)","Yes","mangroves"
"750","Accipiter virgatus","Accipiter virgatus","Accipiter virgatus","Accipitridae (Hawks, Eagles, and Kites)","Besra",2.076683786,NA,NA,NA,NA,"Accipitridae","(Hawks, Eagles, and Kites)","Yes","mangroves"
"751","Geranospiza caerulescens","Geranospiza caerulescens","Geranospiza caerulescens","Accipitridae (Hawks, Eagles, and Kites)","Crane Hawk",0.961202586,NA,NA,NA,NA,"Accipitridae","(Hawks, Eagles, and Kites)","Yes","mangroves"
"752","Leucopternis schistaceus","Buteogallus schistaceus","Buteogallus schistaceus","Accipitridae (Hawks, Eagles, and Kites)","Slate-colored Hawk",0.133639637,NA,NA,NA,NA,"Accipitridae","(Hawks, Eagles, and Kites)","Yes","mangroves"
"753","Buteogallus aequinoctialis","Buteogallus aequinoctialis","Buteogallus aequinoctialis","Accipitridae (Hawks, Eagles, and Kites)","Rufous Crab Hawk",1.377700612,NA,NA,NA,NA,"Accipitridae","(Hawks, Eagles, and Kites)","Yes","only on coasts"
"754","Buteo polyosoma","Geranoaetus polyosoma","Geranoaetus polyosoma","Accipitridae (Hawks, Eagles, and Kites)","Variable Hawk",0.65018144425,NA,NA,NA,NA,"Accipitridae","(Hawks, Eagles, and Kites)","Yes","coastal areas"
"755","Buteo brachyurus","Buteo brachyurus","Buteo brachyurus","Accipitridae (Hawks, Eagles, and Kites)","Short-tailed Hawk",1.554134227,NA,NA,NA,NA,"Accipitridae","(Hawks, Eagles, and Kites)","Yes","mangroves and tidal marshes (overwinter)"
"756","Buteo swainsoni","Buteo swainsoni","Buteo swainsoni","Accipitridae (Hawks, Eagles, and Kites)","Swainson's Hawk",1.50541630847059,"Buteo swainsoni",0.122082355,"Buteo swainsoni","U","Accipitridae","(Hawks, Eagles, and Kites)","Yes","salt marshes"
"757","Buteo albonotatus","Buteo albonotatus","Buteo albonotatus","Accipitridae (Hawks, Eagles, and Kites)","Zone-tailed Hawk",1.4833682295,"Buteo albonotatus",-1.676962755,"Buteo albonotatus","N","Accipitridae","(Hawks, Eagles, and Kites)","Yes","coastal plains"
"758","Buteo jamaicensis","Buteo jamaicensis","Buteo jamaicensis","Accipitridae (Hawks, Eagles, and Kites)","Red-tailed Hawk",1.40694680530303,"Buteo jamaicensis",1.229218034,"Buteo jamaicensis","U","Accipitridae","(Hawks, Eagles, and Kites)","Yes","coastlines"
"759","Buteo rufinus","Buteo rufinus","Buteo rufinus","Accipitridae (Hawks, Eagles, and Kites)","Long-legged Buzzard",1.2300587598,NA,NA,NA,NA,"Accipitridae","(Hawks, Eagles, and Kites)","Yes","breeds along coast"
"760","Chloephaga poliocephala","Chloephaga poliocephala","Chloephaga poliocephala","Anatidae (Ducks, Geese, and Waterfowl)","Ashy-headed Goose",1.259010221,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes","sea coasts"
"761","Burhinus oedicnemus","Burhinus oedicnemus","Burhinus oedicnemus","Burhinidae (Thick-knees)","Eurasian Thick-knee",1.39475099166667,NA,NA,"Burhinus oedicnemus","N","Burhinidae","(Thick-knees)","Yes","coastal dunes"
"762","Burhinus capensis","Burhinus capensis","Burhinus capensis","Burhinidae (Thick-knees)","Spotted Thick-knee",2.3516027035,NA,NA,NA,NA,"Burhinidae","(Thick-knees)","Yes","beaches"
"763","Burhinus bistriatus","Burhinus bistriatus","Burhinus bistriatus","Burhinidae (Thick-knees)","Double-striped Thick-knee",0.5761154405,NA,NA,NA,NA,"Burhinidae","(Thick-knees)","Yes","coastal plains and salt marshes"
"764","Burhinus superciliaris","Burhinus superciliaris","Burhinus superciliaris","Burhinidae (Thick-knees)","Peruvian Thick-knee",1.2438316945,NA,NA,NA,NA,"Burhinidae","(Thick-knees)","Yes","restricted to coastal hills"
"765","Burhinus grallarius","Burhinus grallarius","Burhinus grallarius","Burhinidae (Thick-knees)","Bush Thick-knee",1.84888525566667,NA,NA,"Burhinus grallarius","U","Burhinidae","(Thick-knees)","Yes","mangroves and saltmarsh"
"766","Gymnogyps californianus","Gymnogyps californianus","Gymnogyps californianus","Cathartidae (New World Vultures)","California Condor",NA,"Gymnogyps californianus",-2.012193751,NA,NA,"Cathartidae","(New World Vultures)","Yes","beaches"
"767","Vultur gryphus","Vultur gryphus","Vultur gryphus","Cathartidae (New World Vultures)","Andean Condor",0.3214180652,NA,NA,NA,NA,"Cathartidae","(New World Vultures)","Yes","forage along shoreline "
"768","Sarcoramphus papa","Sarcoramphus papa","Sarcoramphus papa","Cathartidae (New World Vultures)","King Vulture",0.2157172885,NA,NA,NA,NA,"Cathartidae","(New World Vultures)","Yes","coastal grassland"
"769","Cathartes aura","Cathartes aura","Cathartes aura","Cathartidae (New World Vultures)","Turkey Vulture",1.40565815895,"Cathartes aura",0.911774813,NA,NA,"Cathartidae","(New World Vultures)","Yes","shorelines"
"770","Cathartes burrovianus","Cathartes burrovianus","Cathartes burrovianus","Cathartidae (New World Vultures)","Lesser Yellow-headed Vulture",1.85522517255556,NA,NA,NA,NA,"Cathartidae","(New World Vultures)","Yes","mangroves"
"771","Cathartes melambrotus","Cathartes melambrotus","Cathartes melambrotus","Cathartidae (New World Vultures)","Greater Yellow-headed Vulture",0.667125256666667,NA,NA,NA,NA,"Cathartidae","(New World Vultures)","Yes","coastal palm swamp"
"772","Pluvialis squatarola","Pluvialis squatarola","Pluvialis squatarola","Charadriidae (Plovers and Lapwings)","Black-bellied Plover",1.4958974138125,NA,NA,NA,NA,"Charadriidae","(Plovers and Lapwings)","Yes","beaches and mudflats"
"773","Pluvialis apricaria","Pluvialis apricaria","Pluvialis apricaria","Charadriidae (Plovers and Lapwings)","European Golden-Plover",1.267273540375,NA,NA,NA,NA,"Charadriidae","(Plovers and Lapwings)","Yes","estuaries"
"774","Pluvialis dominica","Pluvialis dominica","Pluvialis dominica","Charadriidae (Plovers and Lapwings)","American Golden-Plover",1.20924774563636,NA,NA,NA,NA,"Charadriidae","(Plovers and Lapwings)","Yes","coastal habitats"
"775","Pluvialis fulva","Pluvialis fulva","Pluvialis fulva","Charadriidae (Plovers and Lapwings)","Pacific Golden-Plover",1.34110017942105,NA,NA,NA,NA,"Charadriidae","(Plovers and Lapwings)","Yes","shorelines"
"776","Vanellus indicus","Vanellus indicus","Vanellus indicus","Charadriidae (Plovers and Lapwings)","Red-wattled Lapwing",1.6303622805,NA,NA,"Vanellus indicus","U","Charadriidae","(Plovers and Lapwings)","Yes","brackish water"
"777","Vanellus tricolor","Vanellus tricolor","Vanellus tricolor","Charadriidae (Plovers and Lapwings)","Banded Lapwing",NA,NA,NA,"Vanellus tricolor","U","Charadriidae","(Plovers and Lapwings)","Yes","along coast"
"778","Vanellus miles","Vanellus miles","Vanellus miles","Charadriidae (Plovers and Lapwings)","Masked Lapwing",1.5117533807,NA,NA,"Vanellus miles","U","Charadriidae","(Plovers and Lapwings)","Yes","sheltered coastal areas"
"779","Charadrius leschenaultii","Charadrius leschenaultii","Charadrius leschenaultii","Charadriidae (Plovers and Lapwings)","Greater Sand-Plover",1.14863726481818,NA,NA,"Charadrius leschenaultii","N","Charadriidae","(Plovers and Lapwings)","Yes","sometimes on coast"
"780","Charadrius hiaticula","Charadrius hiaticula","Charadrius hiaticula","Charadriidae (Plovers and Lapwings)","Common Ringed Plover",1.69598043670588,NA,NA,"Charadrius hiaticula","U","Charadriidae","(Plovers and Lapwings)","Yes","estuaries and other coastal habitats"
"781","Charadrius semipalmatus","Charadrius semipalmatus","Charadrius semipalmatus","Charadriidae (Plovers and Lapwings)","Semipalmated Plover",1.41777723832353,NA,NA,"Charadrius semipalmatus","N","Charadriidae","(Plovers and Lapwings)","Yes","shorelines"
"782","Charadrius vociferus","Charadrius vociferus","Charadrius vociferus","Charadriidae (Plovers and Lapwings)","Killdeer",1.59791768941026,"Charadrius vociferus",1.751377692,"Charadrius vociferus","U","Charadriidae","(Plovers and Lapwings)","Yes","shorelines"
"783","Charadrius veredus","Charadrius veredus","Charadrius veredus","Charadriidae (Plovers and Lapwings)","Oriental Plover",NA,NA,NA,"Charadrius veredus","U","Charadriidae","(Plovers and Lapwings)","Yes","beaches"
"784","Charadrius modestus","Charadrius modestus","Charadrius modestus","Charadriidae (Plovers and Lapwings)","Rufous-chested Dotterel",0.978070478333333,NA,NA,NA,NA,"Charadriidae","(Plovers and Lapwings)","Yes","beaches"
"785","Thinornis rubricollis","Thinornis cucullatus","Thinornis cucullatus","Charadriidae (Plovers and Lapwings)","Hooded Plover",0.356058521,NA,NA,NA,NA,"Charadriidae","(Plovers and Lapwings)","Yes","coastal lagoons "
"786","Thinornis novaeseelandiae","Thinornis novaeseelandiae","Thinornis novaeseelandiae","Charadriidae (Plovers and Lapwings)","Shore Plover",0.088743361,NA,NA,NA,NA,"Charadriidae","(Plovers and Lapwings)","Yes","beaches"
"787","Coccyzus minor","Coccyzus minor","Coccyzus minor","Cuculidae (Cuckoos)","Mangrove Cuckoo",1.238939655,NA,NA,"Coccyzus minor","N","Cuculidae","(Cuckoos)","Yes","mangroves"
"788","Caracara plancus","Caracara plancus","Caracara plancus","Falconidae (Falcons and Caracaras)","Crested Caracara",1.57147205674194,NA,NA,NA,NA,"Falconidae","(Falcons and Caracaras)","Yes","coastal grasslands and beaches"
"789","Falco tinnunculus","Falco tinnunculus","Falco tinnunculus","Falconidae (Falcons and Caracaras)","Eurasian Kestrel",1.67564994535897,NA,NA,"Falco tinnunculus","U","Falconidae","(Falcons and Caracaras)","Yes","winter in coastal areas"
"790","Falco tinnunculus","Falco rupicolus","Falco tinnunculus","Falconidae (Falcons and Caracaras)","Rock Kestrel",1.053777966,NA,NA,NA,NA,"Falconidae","(Falcons and Caracaras)","Yes","winter in coastal areas"
"791","Falco cenchroides","Falco cenchroides","Falco cenchroides","Falconidae (Falcons and Caracaras)","Nankeen Kestrel",1.10689246728571,NA,NA,"Falco cenchroides","U","Falconidae","(Falcons and Caracaras)","Yes","winter in coastal areas"
"792","Falco chicquera","Falco chicquera","Falco chicquera","Falconidae (Falcons and Caracaras)","Red-necked Falcon",1.330076126,NA,NA,NA,NA,"Falconidae","(Falcons and Caracaras)","Yes","coastal plains"
"793","Falco amurensis","Falco amurensis","Falco amurensis","Falconidae (Falcons and Caracaras)","Amur Falcon",1.79224714566667,NA,NA,NA,NA,"Falconidae","(Falcons and Caracaras)","Yes","trans-ocean flights but no mention of COASTS"
"794","Falco columbarius","Falco columbarius","Falco columbarius","Falconidae (Falcons and Caracaras)","Merlin",1.83278533113889,"Falco columbarius",0.512835804,"Falco columbarius","U","Falconidae","(Falcons and Caracaras)","Yes","tidal flats and marshes (hunts shorebirds)"
"795","Falco longipennis","Falco longipennis","Falco longipennis","Falconidae (Falcons and Caracaras)","Australian Hobby",1.56137713628571,NA,NA,NA,NA,"Falconidae","(Falcons and Caracaras)","Yes","winters in coastal areas"
"796","Falco femoralis","Falco femoralis","Falco femoralis","Falconidae (Falcons and Caracaras)","Aplomado Falcon",2.0366168907,NA,NA,NA,NA,"Falconidae","(Falcons and Caracaras)","Yes","various coastal habitats"
"797","Falco peregrinus","Falco peregrinus","Falco peregrinus","Falconidae (Falcons and Caracaras)","Peregrine Falcon",1.97483294672222,NA,NA,"Falco peregrinus","U","Falconidae","(Falcons and Caracaras)","Yes","coastal beaches"
"798","Haematopus unicolor","Haematopus unicolor","Haematopus unicolor","Haematopodidae (Oystercatchers)","Variable Oystercatcher",0.4953283875,NA,NA,NA,NA,"Haematopodidae","(Oystercatchers)","Yes","coastal habitats"
"799","Haematopus palliatus","Haematopus palliatus","Haematopus palliatus","Haematopodidae (Oystercatchers)","American Oystercatcher",1.31368834707143,"Haematopus palliatus",0.57896292,NA,NA,"Haematopodidae","(Oystercatchers)","Yes","coastal habitats"
"800","Haematopus moquini","Haematopus moquini","Haematopus moquini","Haematopodidae (Oystercatchers)","African Oystercatcher",1.433498153,NA,NA,NA,NA,"Haematopodidae","(Oystercatchers)","Yes","coastal habitats"
"801","Haematopus ater","Haematopus ater","Haematopus ater","Haematopodidae (Oystercatchers)","Blackish Oystercatcher",1.36573677025,NA,NA,NA,NA,"Haematopodidae","(Oystercatchers)","Yes","coastal habitats"
"802","Haematopus leucopodus","Haematopus leucopodus","Haematopus leucopodus","Haematopodidae (Oystercatchers)","Magellanic Oystercatcher",1.0687065925,NA,NA,NA,NA,"Haematopodidae","(Oystercatchers)","Yes","coastal habitats"
"803","Numenius minutus","Numenius minutus","Numenius minutus","Scolopacidae (Sandpipers and Allies)","Little Curlew",NA,NA,NA,"Numenius minutus","U","Scolopacidae","(Sandpipers and Allies)","Yes","rare on coast"
"804","Arenaria interpres","Arenaria interpres","Arenaria interpres","Scolopacidae (Sandpipers and Allies)","Ruddy Turnstone",1.53839524577273,NA,NA,NA,NA,"Scolopacidae","(Sandpipers and Allies)","Yes","coastal habitats"
"805","Arenaria melanocephala","Arenaria melanocephala","Arenaria melanocephala","Scolopacidae (Sandpipers and Allies)","Black Turnstone",2.15687833475,NA,NA,NA,NA,"Scolopacidae","(Sandpipers and Allies)","Yes","coastal habitats"
"806","Calidris tenuirostris","Calidris tenuirostris","Calidris tenuirostris","Scolopacidae (Sandpipers and Allies)","Great Knot",1.41499544055556,NA,NA,"Calidris tenuirostris","N","Scolopacidae","(Sandpipers and Allies)","Yes","coastal habitats"
"807","Aphriza virgata","Calidris virgata","Calidris virgata","Scolopacidae (Sandpipers and Allies)","Surfbird",2.15000970733333,NA,NA,NA,NA,"Scolopacidae","(Sandpipers and Allies)","Yes","coastal habitats"
"808","Tryngites subruficollis","Calidris subruficollis","Calidris subruficollis","Scolopacidae (Sandpipers and Allies)","Buff-breasted Sandpiper",0.429552921,NA,NA,NA,NA,"Scolopacidae","(Sandpipers and Allies)","Yes","coastal grasslands and beaches"
"809","Gallinago hardwickii","Gallinago hardwickii","Gallinago hardwickii","Scolopacidae (Sandpipers and Allies)","Latham's Snipe",1.640906998,NA,NA,NA,NA,"Scolopacidae","(Sandpipers and Allies)","Yes","migrate through coast"
"810","Gallinago stenura","Gallinago stenura","Gallinago stenura","Scolopacidae (Sandpipers and Allies)","Pin-tailed Snipe",1.22084652133333,NA,NA,NA,NA,"Scolopacidae","(Sandpipers and Allies)","Yes","shorelines"
"811","Coccyzus erythropthalmus","Coccyzus erythropthalmus","Coccyzus erythropthalmus","Cuculidae (Cuckoos)","Black-billed Cuckoo",1.371936674,"Coccyzus erythropthalmus",0.192462831,"Coccyzus erythropthalmus","U","Cuculidae","(Cuckoos)","Yes","coastal prairies and mangroves"
"812","Caprimulgus vociferus","Antrostomus vociferus","Antrostomus vociferus","Caprimulgidae (Nightjars and Allies)","Eastern Whip-poor-will",0.8437188178,"Antrostomus vociferus",-0.654089467,"Caprimulgus vociferus","N","Caprimulgidae","(Nightjars and Allies)","Yes","tidewater areas"
"813","Phaethon lepturus","Phaethon lepturus","Phaethon lepturus","Phaethontidae (Tropicbirds)","White-tailed Tropicbird",0.743292194,NA,NA,NA,NA,"Phaethontidae","(Tropicbirds)","Yes","frequents coast"
"814","Phaethon aethereus","Phaethon aethereus","Phaethon aethereus","Phaethontidae (Tropicbirds)","Red-billed Tropicbird",0.781328745,NA,NA,NA,NA,"Phaethontidae","(Tropicbirds)","Yes","small, remote oceanic islands - rarely on coasts. Mainly pelagic "
"815","Phaethon rubricauda","Phaethon rubricauda","Phaethon rubricauda","Phaethontidae (Tropicbirds)","Red-tailed Tropicbird",0.752956746,NA,NA,NA,NA,"Phaethontidae","(Tropicbirds)","Yes","breeds on remote islands"
"816","Corvus brachyrhynchos","Corvus brachyrhynchos","Corvus brachyrhynchos","Corvidae (Crows, Jays, and Magpies)","American Crow",2.11101479429167,"Corvus brachyrhynchos",1.683106507,NA,NA,"Corvidae","(Crows, Jays, and Magpies)","Yes","coastal bays and river deltas"
"817","Corvus albus","Corvus albus","Corvus albus","Corvidae (Crows, Jays, and Magpies)","Pied Crow",1.8925295205,NA,NA,NA,NA,"Corvidae","(Crows, Jays, and Magpies)","Yes","coastal habitats"
"818","Corvus corax","Corvus corax","Corvus corax","Corvidae (Crows, Jays, and Magpies)","Common Raven",1.20298366597778,"Corvus corax",-0.07505206,NA,NA,"Corvidae","(Crows, Jays, and Magpies)","Yes","coastal habitats"
"819","Troglodytes troglodytes","Troglodytes troglodytes","Troglodytes troglodytes","Troglodytidae (Wrens)","Eurasian Wren",1.80161077185714,NA,NA,NA,NA,"Troglodytidae","(Wrens)","Yes","coastal habitats"
"820","Troglodytes troglodytes","Troglodytes hiemalis","Troglodytes hiemalis","Troglodytidae (Wrens)","Winter Wren",1.76613998415385,"Troglodytes hiemalis",-1.543185156,NA,NA,"Troglodytidae","(Wrens)","Yes","overwinters along coast"
"821","Cinclus cinclus","Cinclus cinclus","Cinclus cinclus","Cinclidae (Dippers)","White-throated Dipper",1.782508866,NA,NA,"Cinclus cinclus","N","Cinclidae","(Dippers)","Yes","seashores in non-breeding season"
"822","Cinclus mexicanus","Cinclus mexicanus","Cinclus mexicanus","Cinclidae (Dippers)","American Dipper",1.37776582816667,"Cinclus mexicanus",-1.402856322,"Cinclus mexicanus","U","Cinclidae","(Dippers)","Yes","estuaries and coastal habitats"
"823","Acridotheres tristis","Acridotheres tristis","Acridotheres tristis","Sturnidae (Starlings)","Common Myna",2.39350933017857,NA,NA,NA,NA,"Sturnidae","(Starlings)","Yes","seacoast and coastal mangroves"
"824","Turdus pelios","Turdus pelios","Turdus pelios","Turdidae (Thrushes and Allies)","African Thrush",1.296060074,NA,NA,NA,NA,"Turdidae","(Thrushes and Allies)","Yes","coastal brush"
"825","Erithacus rubecula","Erithacus rubecula","Erithacus rubecula","Muscicapidae (Old World Flycatchers)","European Robin",1.99613100536,NA,NA,NA,NA,"Muscicapidae","(Old World Flycatchers)","Yes","coastal areas"
