"","Species_Jetz","Species_eBird","Species_BirdLife","Family_eBird","CommonName_eBird","aveUAI","SciName_MUTI","MUTIscore","SciName_UN","Urban","Family_Sci","Family_English","Coastal","Notes"
"36","Alopochen aegyptiaca","Alopochen aegyptiaca","Alopochen aegyptiaca","Anatidae (Ducks, Geese, and Waterfowl)","Egyptian Goose",1.93030523564286,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"37","Tadorna ferruginea","Tadorna ferruginea","Tadorna ferruginea","Anatidae (Ducks, Geese, and Waterfowl)","Ruddy Shelduck",1.69493414654545,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"38","Tadorna cana","Tadorna cana","Tadorna cana","Anatidae (Ducks, Geese, and Waterfowl)","South African Shelduck",1.290385297,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"39","Tadorna tadornoides","Tadorna tadornoides","Tadorna tadornoides","Anatidae (Ducks, Geese, and Waterfowl)","Australian Shelduck",1.003822003,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"40","Tadorna variegata","Tadorna variegata","Tadorna variegata","Anatidae (Ducks, Geese, and Waterfowl)","Paradise Shelduck",0.887279352,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"41","Tadorna tadorna","Tadorna tadorna","Tadorna tadorna","Anatidae (Ducks, Geese, and Waterfowl)","Common Shelduck",1.478695685625,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"42","Plectropterus gambensis","Plectropterus gambensis","Plectropterus gambensis","Anatidae (Ducks, Geese, and Waterfowl)","Spur-winged Goose",1.2936812125,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"43","Tachyeres patachonicus","Tachyeres patachonicus","Tachyeres patachonicus","Anatidae (Ducks, Geese, and Waterfowl)","Flying Steamer-Duck",1.241020607,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"44","Tachyeres pteneres","Tachyeres pteneres","Tachyeres pteneres","Anatidae (Ducks, Geese, and Waterfowl)","Flightless Steamer-Duck",0.4965967635,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"45","Lophonetta specularioides","Lophonetta specularioides","Lophonetta specularioides","Anatidae (Ducks, Geese, and Waterfowl)","Crested Duck",0.485419234,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"46","Speculanas specularis","Speculanas specularis","Speculanas specularis","Anatidae (Ducks, Geese, and Waterfowl)","Spectacled Duck",0.399711877,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"47","Cairina moschata","Cairina moschata","Cairina moschata","Anatidae (Ducks, Geese, and Waterfowl)","Muscovy Duck",1.54239651525,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"48","Nettapus pulchellus","Nettapus pulchellus","Nettapus pulchellus","Anatidae (Ducks, Geese, and Waterfowl)","Green Pygmy-Goose",1.396210761,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"49","Nettapus coromandelianus","Nettapus coromandelianus","Nettapus coromandelianus","Anatidae (Ducks, Geese, and Waterfowl)","Cotton Pygmy-Goose",1.29839130988889,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"50","Callonetta leucophrys","Callonetta leucophrys","Callonetta leucophrys","Anatidae (Ducks, Geese, and Waterfowl)","Ringed Teal",1.810459088,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"51","Aix galericulata","Aix galericulata","Aix galericulata","Anatidae (Ducks, Geese, and Waterfowl)","Mandarin Duck",2.59087557418182,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"52","Chenonetta jubata","Chenonetta jubata","Chenonetta jubata","Anatidae (Ducks, Geese, and Waterfowl)","Maned Duck",1.56996266971429,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"53","Amazonetta brasiliensis","Amazonetta brasiliensis","Amazonetta brasiliensis","Anatidae (Ducks, Geese, and Waterfowl)","Brazilian Teal",1.88254551783333,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"54","Merganetta armata","Merganetta armata","Merganetta armata","Anatidae (Ducks, Geese, and Waterfowl)","Torrent Duck",0.350282191,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"55","Anas querquedula","Spatula querquedula","Spatula querquedula","Anatidae (Ducks, Geese, and Waterfowl)","Garganey",1.38183604504545,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"56","Anas hottentota","Spatula hottentota","Spatula hottentota","Anatidae (Ducks, Geese, and Waterfowl)","Blue-billed Teal",1.4543910414,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"57","Anas versicolor","Spatula versicolor","Spatula versicolor","Anatidae (Ducks, Geese, and Waterfowl)","Silver Teal",1.32194641866667,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"58","Anas discors","Spatula discors","Spatula discors","Anatidae (Ducks, Geese, and Waterfowl)","Blue-winged Teal",1.58146077876923,"Spatula discors",-1.095003472,"Anas discors","N","Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"59","Anas cyanoptera","Spatula cyanoptera","Spatula cyanoptera","Anatidae (Ducks, Geese, and Waterfowl)","Cinnamon Teal",1.38944616913043,"Spatula cyanoptera",0.291610958,"Anas cyanoptera","N","Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"60","Anas platalea","Spatula platalea","Spatula platalea","Anatidae (Ducks, Geese, and Waterfowl)","Red Shoveler",1.4697695848,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"61","Anas smithii","Spatula smithii","Spatula smithii","Anatidae (Ducks, Geese, and Waterfowl)","Cape Shoveler",1.6885350335,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"62","Anas rhynchotis","Spatula rhynchotis","Spatula rhynchotis","Anatidae (Ducks, Geese, and Waterfowl)","Australasian Shoveler",1.144302746,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"63","Anas clypeata","Spatula clypeata","Spatula clypeata","Anatidae (Ducks, Geese, and Waterfowl)","Northern Shoveler",1.63667720925373,"Spatula clypeata",-1.273463061,"Anas clypeata","N","Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"64","Anas strepera","Mareca strepera","Mareca strepera","Anatidae (Ducks, Geese, and Waterfowl)","Gadwall",1.60834040701818,"Mareca strepera",-0.813712493,"Anas strepera","N","Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"65","Anas falcata","Mareca falcata","Mareca falcata","Anatidae (Ducks, Geese, and Waterfowl)","Falcated Duck",2.03795672333333,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"66","Anas penelope","Mareca penelope","Mareca penelope","Anatidae (Ducks, Geese, and Waterfowl)","Eurasian Wigeon",1.48722745879412,NA,NA,"Anas penelope","N","Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"67","Anas americana","Mareca americana","Mareca americana","Anatidae (Ducks, Geese, and Waterfowl)","American Wigeon",1.71583221410345,"Mareca americana",-1.162931818,"Anas americana","N","Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"68","Anas sibilatrix","Mareca sibilatrix","Mareca sibilatrix","Anatidae (Ducks, Geese, and Waterfowl)","Chiloe Wigeon",1.7213124996,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"69","Anas sparsa","Anas sparsa","Anas sparsa","Anatidae (Ducks, Geese, and Waterfowl)","African Black Duck",1.970382216,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"70","Anas undulata","Anas undulata","Anas undulata","Anatidae (Ducks, Geese, and Waterfowl)","Yellow-billed Duck",1.20223945083333,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"71","Anas melleri","Anas melleri","Anas melleri","Anatidae (Ducks, Geese, and Waterfowl)","Meller's Duck",1.637810119,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"72","Anas superciliosa","Anas superciliosa","Anas superciliosa","Anatidae (Ducks, Geese, and Waterfowl)","Pacific Black Duck",1.5392537233,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"73","Anas poecilorhyncha","Anas poecilorhyncha","Anas poecilorhyncha","Anatidae (Ducks, Geese, and Waterfowl)","Indian Spot-billed Duck",1.48346018,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"74","Anas poecilorhyncha","Anas zonorhyncha","Anas zonorhyncha","Anatidae (Ducks, Geese, and Waterfowl)","Eastern Spot-billed Duck",2.21250549228571,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"75","Anas platyrhynchos","Anas platyrhynchos","Anas platyrhynchos","Anatidae (Ducks, Geese, and Waterfowl)","Mallard",2.02728985370968,"Anas platyrhynchos",1.830146203,"Anas platyrhynchos","U","Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"76","Anas rubripes","Anas rubripes","Anas rubripes","Anatidae (Ducks, Geese, and Waterfowl)","American Black Duck",2.08335016022222,"Anas rubripes",0.251627341,"Anas rubripes","N","Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"77","Anas fulvigula","Anas fulvigula","Anas fulvigula","Anatidae (Ducks, Geese, and Waterfowl)","Mottled Duck",1.580106454,"Anas fulvigula",1.471974087,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"78","Anas capensis","Anas capensis","Anas capensis","Anatidae (Ducks, Geese, and Waterfowl)","Cape Teal",1.496115375,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"79","Anas bahamensis","Anas bahamensis","Anas bahamensis","Anatidae (Ducks, Geese, and Waterfowl)","White-cheeked Pintail",1.42971039342857,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"80","Anas erythrorhyncha","Anas erythrorhyncha","Anas erythrorhyncha","Anatidae (Ducks, Geese, and Waterfowl)","Red-billed Duck",1.3991442454,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"81","Anas acuta","Anas acuta","Anas acuta","Anatidae (Ducks, Geese, and Waterfowl)","Northern Pintail",1.45530456862264,"Anas acuta",-1.631365837,"Anas acuta","N","Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"82","Anas georgica","Anas georgica","Anas georgica","Anatidae (Ducks, Geese, and Waterfowl)","Yellow-billed Pintail",1.306757826875,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"83","Anas crecca","Anas crecca","Anas crecca","Anatidae (Ducks, Geese, and Waterfowl)","Green-winged Teal",1.56755624963077,"Anas crecca",-1.499926389,"Anas crecca","N","Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"84","Anas andium","Anas andium","Anas andium","Anatidae (Ducks, Geese, and Waterfowl)","Andean Teal",0.235593219,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"85","Anas flavirostris","Anas flavirostris","Anas flavirostris","Anatidae (Ducks, Geese, and Waterfowl)","Yellow-billed Teal",1.40053455277778,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"86","Anas gibberifrons","Anas albogularis","Anas albogularis","Anatidae (Ducks, Geese, and Waterfowl)","Andaman Teal",0.567790875,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"87","Anas gibberifrons","Anas gibberifrons","Anas gibberifrons","Anatidae (Ducks, Geese, and Waterfowl)","Sunda Teal",2.869584218,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"88","Anas gracilis","Anas gracilis","Anas gracilis","Anatidae (Ducks, Geese, and Waterfowl)","Gray Teal",1.2110739561,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"89","Anas castanea","Anas castanea","Anas castanea","Anatidae (Ducks, Geese, and Waterfowl)","Chestnut Teal",1.68123703483333,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"90","Anas chlorotis","Anas chlorotis","Anas chlorotis","Anatidae (Ducks, Geese, and Waterfowl)","Brown Teal",0.32907421,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"91","Malacorhynchus membranaceus","Malacorhynchus membranaceus","Malacorhynchus membranaceus","Anatidae (Ducks, Geese, and Waterfowl)","Pink-eared Duck",1.28954163366667,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"92","Marmaronetta angustirostris","Marmaronetta angustirostris","Marmaronetta angustirostris","Anatidae (Ducks, Geese, and Waterfowl)","Marbled Teal",0.922549488,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"93","Netta rufina","Netta rufina","Netta rufina","Anatidae (Ducks, Geese, and Waterfowl)","Red-crested Pochard",1.2702455093,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"94","Netta erythrophthalma","Netta erythrophthalma","Netta erythrophthalma","Anatidae (Ducks, Geese, and Waterfowl)","Southern Pochard",1.903545918,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"95","Netta peposaca","Netta peposaca","Netta peposaca","Anatidae (Ducks, Geese, and Waterfowl)","Rosy-billed Pochard",1.34992887333333,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"96","Aythya valisineria","Aythya valisineria","Aythya valisineria","Anatidae (Ducks, Geese, and Waterfowl)","Canvasback",1.88557809873913,"Aythya valisineria",-1.142240637,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"97","Aythya americana","Aythya americana","Aythya americana","Anatidae (Ducks, Geese, and Waterfowl)","Redhead",1.81146714304,"Aythya americana",-1.21704851,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"98","Aythya ferina","Aythya ferina","Aythya ferina","Anatidae (Ducks, Geese, and Waterfowl)","Common Pochard",1.62421292504167,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"99","Aythya collaris","Aythya collaris","Aythya collaris","Anatidae (Ducks, Geese, and Waterfowl)","Ring-necked Duck",1.83768625630303,"Aythya collaris",-1.447797292,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"100","Aythya nyroca","Aythya nyroca","Aythya nyroca","Anatidae (Ducks, Geese, and Waterfowl)","Ferruginous Duck",1.11689589690909,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"101","Aythya australis","Aythya australis","Aythya australis","Anatidae (Ducks, Geese, and Waterfowl)","Hardhead",1.62357518,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"102","Aythya fuligula","Aythya fuligula","Aythya fuligula","Anatidae (Ducks, Geese, and Waterfowl)","Tufted Duck",1.94366786865217,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"103","Aythya novaeseelandiae","Aythya novaeseelandiae","Aythya novaeseelandiae","Anatidae (Ducks, Geese, and Waterfowl)","New Zealand Scaup",1.51479562,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"104","Aythya marila","Aythya marila","Aythya marila","Anatidae (Ducks, Geese, and Waterfowl)","Greater Scaup",1.9392761543,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"105","Aythya affinis","Aythya affinis","Aythya affinis","Anatidae (Ducks, Geese, and Waterfowl)","Lesser Scaup",1.83437067048387,"Aythya affinis",-1.186982417,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"106","Somateria spectabilis","Somateria spectabilis","Somateria spectabilis","Anatidae (Ducks, Geese, and Waterfowl)","King Eider",2.698603956,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"107","Somateria mollissima","Somateria mollissima","Somateria mollissima","Anatidae (Ducks, Geese, and Waterfowl)","Common Eider",1.4610125842,"Somateria mollissima",-1.437903179,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"108","Histrionicus histrionicus","Histrionicus histrionicus","Histrionicus histrionicus","Anatidae (Ducks, Geese, and Waterfowl)","Harlequin Duck",2.031957704375,"Histrionicus histrionicus",-1.743704621,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"109","Melanitta perspicillata","Melanitta perspicillata","Melanitta perspicillata","Anatidae (Ducks, Geese, and Waterfowl)","Surf Scoter",1.75138941266667,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"110","Melanitta fusca","Melanitta fusca","Melanitta fusca","Anatidae (Ducks, Geese, and Waterfowl)","Velvet Scoter",1.052076519,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"111","Melanitta fusca","Melanitta deglandi","Melanitta deglandi","Anatidae (Ducks, Geese, and Waterfowl)","White-winged Scoter",1.81527269133333,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"112","Melanitta nigra","Melanitta nigra","Melanitta nigra","Anatidae (Ducks, Geese, and Waterfowl)","Common Scoter",1.2857839454,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"113","Melanitta nigra","Melanitta americana","Melanitta americana","Anatidae (Ducks, Geese, and Waterfowl)","Black Scoter",1.89355058288889,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"114","Clangula hyemalis","Clangula hyemalis","Clangula hyemalis","Anatidae (Ducks, Geese, and Waterfowl)","Long-tailed Duck",1.79547649978571,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"115","Bucephala albeola","Bucephala albeola","Bucephala albeola","Anatidae (Ducks, Geese, and Waterfowl)","Bufflehead",1.76431697559259,"Bucephala albeola",-1.507505551,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"116","Bucephala clangula","Bucephala clangula","Bucephala clangula","Anatidae (Ducks, Geese, and Waterfowl)","Common Goldeneye",1.85542648965714,"Bucephala clangula",-0.972651516,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"117","Bucephala islandica","Bucephala islandica","Bucephala islandica","Anatidae (Ducks, Geese, and Waterfowl)","Barrow's Goldeneye",1.9536870123,"Bucephala islandica",-1.280978441,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"118","Mergellus albellus","Mergellus albellus","Mergellus albellus","Anatidae (Ducks, Geese, and Waterfowl)","Smew",1.42010788616667,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"119","Lophodytes cucullatus","Lophodytes cucullatus","Lophodytes cucullatus","Anatidae (Ducks, Geese, and Waterfowl)","Hooded Merganser",2.039399641,"Lophodytes cucullatus",0.972797227,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"120","Mergus merganser","Mergus merganser","Mergus merganser","Anatidae (Ducks, Geese, and Waterfowl)","Common Merganser",1.79651855634375,"Mergus merganser",0.08949905,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"121","Mergus serrator","Mergus serrator","Mergus serrator","Anatidae (Ducks, Geese, and Waterfowl)","Red-breasted Merganser",1.72443948584375,"Mergus serrator",-1.774224349,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"122","Heteronetta atricapilla","Heteronetta atricapilla","Heteronetta atricapilla","Anatidae (Ducks, Geese, and Waterfowl)","Black-headed Duck",1.96177519,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"123","Nomonyx dominicus","Nomonyx dominicus","Nomonyx dominicus","Anatidae (Ducks, Geese, and Waterfowl)","Masked Duck",3.037109421,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"124","Oxyura jamaicensis","Oxyura jamaicensis","Oxyura jamaicensis","Anatidae (Ducks, Geese, and Waterfowl)","Ruddy Duck",1.73547800248387,"Oxyura jamaicensis",-0.464383295,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"125","Oxyura jamaicensis","Oxyura ferruginea","Oxyura ferruginea","Anatidae (Ducks, Geese, and Waterfowl)","Andean Duck",1.68541628666667,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"126","Oxyura maccoa","Oxyura maccoa","Oxyura maccoa","Anatidae (Ducks, Geese, and Waterfowl)","Maccoa Duck",1.840798975,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"127","Oxyura vittata","Oxyura vittata","Oxyura vittata","Anatidae (Ducks, Geese, and Waterfowl)","Lake Duck",1.82050380375,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"128","Oxyura australis","Oxyura australis","Oxyura australis","Anatidae (Ducks, Geese, and Waterfowl)","Blue-billed Duck",1.210167296,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"129","Biziura lobata","Biziura lobata","Biziura lobata","Anatidae (Ducks, Geese, and Waterfowl)","Musk Duck",0.9235235312,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"130","Phoenicopterus chilensis","Phoenicopterus chilensis","Phoenicopterus chilensis","Phoenicopteridae (Flamingos)","Chilean Flamingo",0.8689101632,NA,NA,NA,NA,"Phoenicopteridae","(Flamingos)","Yes","freshwater and beaches"
"131","Phoenicopterus ruber","Phoenicopterus ruber","Phoenicopterus ruber","Phoenicopteridae (Flamingos)","American Flamingo",0.846076146,NA,NA,NA,NA,"Phoenicopteridae","(Flamingos)","Yes","freshwater and beaches"
"132","Phoenicopterus roseus","Phoenicopterus roseus","Phoenicopterus roseus","Phoenicopteridae (Flamingos)","Greater Flamingo",1.80748533375,NA,NA,NA,NA,"Phoenicopteridae","(Flamingos)","Yes","freshwater and beaches"
"133","Phoeniconaias minor","Phoeniconaias minor","Phoeniconaias minor","Phoenicopteridae (Flamingos)","Lesser Flamingo",1.7371837075,NA,NA,NA,NA,"Phoenicopteridae","(Flamingos)","Yes","freshwater and beaches"
"134","Rollandia rolland","Rollandia rolland","Rollandia rolland","Podicipedidae (Grebes)","White-tufted Grebe",1.623604843375,NA,NA,NA,NA,"Podicipedidae","(Grebes)","Yes",""
"135","Tachybaptus ruficollis","Tachybaptus ruficollis","Tachybaptus ruficollis","Podicipedidae (Grebes)","Little Grebe",1.65243341827273,NA,NA,NA,NA,"Podicipedidae","(Grebes)","Yes",""
"136","Tachybaptus novaehollandiae","Tachybaptus novaehollandiae","Tachybaptus novaehollandiae","Podicipedidae (Grebes)","Australasian Grebe",1.523792333,NA,NA,NA,NA,"Podicipedidae","(Grebes)","Yes",""
"137","Tachybaptus dominicus","Tachybaptus dominicus","Tachybaptus dominicus","Podicipedidae (Grebes)","Least Grebe",1.58066521926667,NA,NA,NA,NA,"Podicipedidae","(Grebes)","Yes",""
"138","Podilymbus podiceps","Podilymbus podiceps","Podilymbus podiceps","Podicipedidae (Grebes)","Pied-billed Grebe",1.83209135741304,"Podilymbus podiceps",0.738332116,NA,NA,"Podicipedidae","(Grebes)","Yes",""
"139","Poliocephalus poliocephalus","Poliocephalus poliocephalus","Poliocephalus poliocephalus","Podicipedidae (Grebes)","Hoary-headed Grebe",1.2323557955,NA,NA,NA,NA,"Podicipedidae","(Grebes)","Yes",""
"140","Poliocephalus rufopectus","Poliocephalus rufopectus","Poliocephalus rufopectus","Podicipedidae (Grebes)","New Zealand Grebe",1.183117616,NA,NA,NA,NA,"Podicipedidae","(Grebes)","Yes",""
"141","Podiceps major","Podiceps major","Podiceps major","Podicipedidae (Grebes)","Great Grebe",1.53625333555556,NA,NA,NA,NA,"Podicipedidae","(Grebes)","Yes",""
"142","Podiceps auritus","Podiceps auritus","Podiceps auritus","Podicipedidae (Grebes)","Horned Grebe",1.697719121,"Podiceps auritus",-1.163069602,NA,NA,"Podicipedidae","(Grebes)","Yes",""
"143","Podiceps grisegena","Podiceps grisegena","Podiceps grisegena","Podicipedidae (Grebes)","Red-necked Grebe",1.78942729169231,"Podiceps grisegena",-0.527183994,NA,NA,"Podicipedidae","(Grebes)","Yes",""
"144","Podiceps cristatus","Podiceps cristatus","Podiceps cristatus","Podicipedidae (Grebes)","Great Crested Grebe",1.33907833532353,NA,NA,NA,NA,"Podicipedidae","(Grebes)","Yes",""
"145","Podiceps nigricollis","Podiceps nigricollis","Podiceps nigricollis","Podicipedidae (Grebes)","Eared Grebe",1.5010550475,"Podiceps nigricollis",-1.03873009,NA,NA,"Podicipedidae","(Grebes)","Yes",""
"146","Podiceps occipitalis","Podiceps occipitalis","Podiceps occipitalis","Podicipedidae (Grebes)","Silvery Grebe",1.17296032775,NA,NA,NA,NA,"Podicipedidae","(Grebes)","Yes",""
"147","Aechmophorus occidentalis","Aechmophorus occidentalis","Aechmophorus occidentalis","Podicipedidae (Grebes)","Western Grebe",1.24655216376923,"Aechmophorus occidentalis",0.307320912,NA,NA,"Podicipedidae","(Grebes)","Yes",""
"148","Aechmophorus clarkii","Aechmophorus clarkii","Aechmophorus clarkii","Podicipedidae (Grebes)","Clark's Grebe",1.28353088471429,"Aechmophorus clarkii",0.501055163,NA,NA,"Podicipedidae","(Grebes)","Yes",""
"149","Rallus longirostris","Rallus obsoletus","Rallus obsoletus","Rallidae (Rails, Gallinules, and Coots)","Ridgway's Rail",1.593038255,"Rallus obsoletus",2.738340714,"Rallus longirostris","N","Rallidae","(Rails, Gallinules, and Coots)","Yes","coastal marshes or water "
